time_idx,group_id,electricity_demand,hour,day_of_week,solar_generation,wind_generation,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
914,single,194892.836,7.0,5.0,-3.276,5675.904,194966.412,170650.224,168902.728,201057.23025000002,13808.11983199597,183371.72428571427,15483.376138039917
915,single,194962.066,8.0,5.0,-3.376,5728.789,194892.836,171817.33,168854.68,202067.3390833333,12290.332072913376,183526.4273095238,15467.775626106375
916,single,197847.642,9.0,5.0,-3.509,5853.438,194962.066,176512.95,170666.554,203031.70308333333,10606.199873692018,183681.82841666666,15450.627252605156
917,single,202917.902,10.0,5.0,-3.472,6050.424,197847.642,187086.638,174954.404,203920.64858333336,9069.703001392707,183843.62060714286,15455.834236671191
918,single,210015.644,11.0,5.0,-2.726,6187.256,202917.902,203496.218,181890.442,204580.28458333333,8338.354297541495,184010.07,15510.0093483014
919,single,214872.52,12.0,5.0,238.266,6473.699,210015.644,213774.234,188038.282,204851.92733333333,8407.40998691229,184177.48191666667,15638.252212867164
920,single,213212.156,13.0,5.0,1153.259,6559.863,214872.52,214666.578,190009.526,204897.68924999997,8460.904832097242,184337.20952380952,15813.976064293205
921,single,207421.168,14.0,5.0,1602.312,6219.636,213212.156,211340.288,187568.786,204837.08833333335,8392.828133772795,184475.32041666668,15964.41588139695
922,single,201113.802,15.0,5.0,1693.707,5966.745,207421.168,207535.648,185044.862,204673.79166666666,8298.39129642394,184593.48935714285,16060.634805159805
923,single,195063.052,16.0,5.0,1684.103,6142.538,201113.802,203719.698,182069.458,204406.21475,8305.63146697345,184689.1378095238,16111.108677544085
924,single,189345.824,17.0,5.0,1628.186,6150.181,195063.052,200199.668,178727.176,204045.52116666667,8521.894593795994,184766.48063095237,16129.635168737117
925,single,184324.79,18.0,5.0,1546.676,6208.629,189345.824,197311.77,175919.048,203593.27766666666,9008.941793698821,184829.68686904764,16126.632646022217
926,single,180724.636,19.0,5.0,1449.848,6090.836,184324.79,195097.938,174808.458,203052.15350000001,9761.26651448357,184879.72104761904,16111.854100135282
927,single,180270.226,20.0,5.0,1263.276,5981.408,180724.636,194584.238,175457.284,202453.26591666669,10669.203858951607,184914.93639285714,16096.167535263006
928,single,183579.228,21.0,5.0,575.573,5948.113,180270.226,198852.204,178514.338,201856.84875,11496.242277823221,184943.58485714285,16083.511849400182
929,single,191185.894,22.0,5.0,59.37,5724.157,183579.228,207536.694,185446.256,201220.47475000002,12077.803383493514,184973.73301190478,16076.133531491543
930,single,199546.442,23.0,5.0,-3.277,5344.406,191185.894,217526.76,192193.916,200539.1914166667,12166.856892546168,185007.89752380954,16083.241017381006
931,single,200041.398,0.0,6.0,-3.282,5199.209,199546.442,219034.164,191687.772,199790.01150000002,11616.485520858054,185051.6625595238,16112.888763970019
932,single,198099.238,1.0,6.0,-3.037,4920.673,200041.398,217900.962,189803.776,198998.64625,10871.539428230964,185101.38652380952,16146.345061314802
933,single,193821.986,2.0,6.0,-3.339,4813.88,198099.238,214340.998,186135.616,198173.57441666667,10098.540680570104,185150.7642738095,16173.473271723546
934,single,187366.096,3.0,6.0,-3.308,4596.093,193821.986,208425.62,180380.384,197318.6155833333,9522.421766862626,185196.51647619047,16187.141932049639
935,single,179926.54,4.0,6.0,-3.27,4317.418,187366.096,201797.452,174306.958,196441.13541666666,9424.223320215546,185238.0980952381,16183.668237372582
936,single,173813.44,5.0,6.0,-3.236,3888.227,179926.54,197198.84,169115.324,195529.84741666666,9927.736057290962,185271.54798809523,16166.738140872916
937,single,169638.714,6.0,6.0,-3.315,4042.925,173813.44,194966.412,166285.788,194555.45575,10860.596849032958,185299.5129642857,16142.669453967444
938,single,167626.66,7.0,6.0,-3.205,3795.918,169638.714,194892.836,165222.698,193500.13499999998,11990.676195248365,185319.47085714285,16121.079432506427
939,single,166534.25,8.0,6.0,-3.479,3259.668,167626.66,194962.066,165211.814,192364.04433333335,13093.934048078252,185333.78015476192,16104.19248855363
940,single,167105.602,9.0,6.0,-3.393,2635.083,166534.25,197847.642,167106.242,191179.552,14096.147380372402,185341.65179761904,16094.618438119054
941,single,169569.8,10.0,6.0,-3.354,1837.205,167105.602,202917.902,171007.63,189898.63366666666,14840.961433179007,185341.64798809527,16094.622780279455
942,single,173983.582,11.0,6.0,-3.102,1266.234,169569.8,210015.644,176904.214,188509.12941666666,15127.383656739954,185333.08947619045,16102.670991106474
943,single,178566.548,12.0,6.0,109.604,1112.219,173983.582,214872.52,181904.406,187007.7935,14681.596087052538,185315.70476190478,16113.398445945499
944,single,181527.714,13.0,6.0,456.136,963.023,178566.548,213212.156,182692.168,185495.04466666668,13509.292920933796,185295.83655952383,16119.686447246191
945,single,181307.352,14.0,6.0,720.682,908.35,181527.714,207421.168,178690.018,184174.85958333334,12164.08651012719,185288.90528571428,16121.062989612528
946,single,177556.912,15.0,6.0,1153.05,845.673,181307.352,201113.802,173947.022,183086.78391666667,11117.187929115036,185304.4846547619,16115.91151971037
947,single,173701.58,16.0,6.0,1265.199,856.453,177556.912,195063.052,170859.042,182105.2468333333,10477.921078057218,185325.9720952381,16103.079305953504
948,single,169960.976,17.0,6.0,1048.774,861.637,173701.58,189345.824,168768.478,181215.1855,10233.790946136072,185342.89196428572,16089.27499607402
949,single,166287.222,18.0,6.0,824.546,851.923,169960.976,184324.79,167252.702,180407.4835,10328.714180938343,185349.99016666668,16082.180462782417
950,single,163585.9,19.0,6.0,668.124,771.631,166287.222,180724.636,166357.862,179655.91816666664,10681.503367426445,185344.24326190475,16088.857302238543
951,single,162425.426,20.0,6.0,489.433,678.724,163585.9,180270.226,167201.412,178941.80416666667,11168.74159172293,185327.74348809524,16109.852878869726
952,single,165074.528,21.0,6.0,181.935,627.904,162425.426,183579.228,171871.046,178198.27083333334,11659.65914303798,185299.315,16146.204307687367
953,single,172457.146,22.0,6.0,16.34,404.389,165074.528,191185.894,180978.492,177427.24166666667,11897.764209291432,185258.8595357143,16188.510416374877
954,single,181322.778,23.0,6.0,-3.14,406.73,172457.146,199546.442,189167.072,176646.87716666667,11565.676975947705,185208.13723809522,16215.329537872705
955,single,183016.234,0.0,0.0,-3.284,621.66,181322.778,200041.398,189528.908,175887.55783333335,10550.558873767095,185161.44501190475,16215.155343895387
956,single,181182.458,1.0,0.0,-3.249,910.872,183016.234,198099.238,186434.054,175178.176,9361.255526310424,185122.6790952381,16212.436200107657
957,single,177291.492,2.0,0.0,-3.217,1376.506,181182.458,193821.986,180271.566,174473.31016666666,8114.16816321072,185091.4195952381,16214.955227407596
958,single,171241.87,3.0,0.0,-3.014,1747.783,177291.492,187366.096,172100.282,173784.53958333333,7029.437632608879,185073.6810595238,16221.888095535998
959,single,165210.232,4.0,0.0,-3.25,1815.472,171241.87,179926.54,164158.428,173112.69683333332,6418.967811106228,185068.57146428572,16226.133582469161
960,single,161022.098,5.0,0.0,-3.121,2089.974,165210.232,173813.44,158978.192,172499.51733333332,6442.620152382162,185074.83220238096,16218.218225885217
961,single,159057.288,6.0,0.0,-3.033,2587.496,161022.098,169638.714,155676.07,171966.54475,6845.679307069163,185086.9983095238,16199.28015162062
962,single,158899.32,7.0,0.0,-4.084,2980.422,159057.288,167626.66,154419.614,171525.652,7326.014750484003,185107.12460714285,16164.583929644896
963,single,160443.092,8.0,0.0,-3.051,3245.649,158899.32,166534.25,154902.272,171162.01283333334,7733.242295925935,185133.7895238095,16117.284666474798
964,single,165087.772,9.0,0.0,-3.082,3340.719,160443.092,167105.602,159023.296,170908.21458333335,7987.498348972432,185166.77059523808,16060.62049207567
965,single,174708.14,10.0,0.0,-3.224,3365.228,165087.772,169569.8,169270.618,170824.13833333334,8039.713992719206,185202.86866666665,16008.238076308511
966,single,188519.954,11.0,0.0,-2.264,3791.53,174708.14,173983.582,185173.354,171038.23583333334,8073.205880896138,185235.23486904762,15981.306883363835
967,single,196629.008,12.0,0.0,178.887,4281.996,188519.954,178566.548,194513.068,171643.918,8814.992190239382,185255.15510714284,15983.314882811932
968,single,195033.344,13.0,0.0,901.79,4331.862,196629.008,181527.714,194727.094,172396.5205,10107.965158532868,185267.74998809522,15991.485412927883
969,single,190375.768,14.0,0.0,1451.435,3783.751,195033.344,181307.352,193882.758,172959.25508333332,10977.009710468681,185269.5729047619,15992.587585564585
970,single,186022.13,15.0,0.0,1586.679,3606.663,190375.768,177556.912,192824.984,173337.10575,11423.843796963698,185248.69796428573,15983.56384374193
971,single,181176.576,16.0,0.0,1605.255,3518.438,186022.13,173701.58,191456.03,173689.82316666667,11687.44032089273,185208.20478571428,15972.868634514587
972,single,177820.734,17.0,0.0,1523.721,3658.942,181176.576,169960.976,190559.546,174001.28133333332,11786.944122290872,185147.0175595238,15968.479928119163
973,single,175174.832,18.0,0.0,1501.791,3669.271,177820.734,166287.222,189720.056,174328.77125000002,11778.99263069285,185071.19129761905,15972.869153669817
974,single,173015.15,19.0,0.0,1406.696,3949.83,175174.832,163585.9,188328.478,174699.08833333335,11654.231216507096,184984.61258333334,15986.933729246903
975,single,172571.06,20.0,0.0,1228.412,4404.198,173015.15,162425.426,187993.422,175091.97375,11419.878738530097,184893.46182142856,16011.390619396321
976,single,175847.388,21.0,0.0,650.457,4911.756,172571.06,165074.528,190053.098,175514.70849999998,11114.30367362973,184801.66204761906,16037.700568726896
977,single,183341.682,22.0,0.0,80.479,5103.052,175847.388,172457.146,195138.098,175963.57766666668,10889.595879291497,184717.10425,16047.293398079299
978,single,192670.212,23.0,0.0,-3.006,5316.463,183341.682,181322.778,198672.248,176417.1,10963.617389159157,184646.88748809524,16027.217832453569
979,single,193077.988,0.0,1.0,-3.163,5179.831,192670.212,183016.234,196537.574,176889.90975,11419.57442193631,184611.16108333334,16002.437011175009
980,single,190469.094,1.0,1.0,-3.076,4786.773,193077.988,181182.458,191555.198,177309.14949999997,11831.530058129561,184590.5683095238,15989.218105617138
981,single,184081.826,2.0,1.0,-4.043,4272.553,190469.094,177291.492,183874.59,177696.0926666667,12112.23887149424,184584.1034047619,15986.604599572169
982,single,174572.15,3.0,1.0,-3.229,4136.238,184081.826,171241.87,173080.842,177979.02325,12181.48683790723,184585.33695238098,15986.557519983302
983,single,165866.064,4.0,1.0,-3.009,4413.428,174572.15,165210.232,163410.512,178117.7849166667,12120.219779562722,184594.2137857143,15980.544090487238
984,single,159157.018,5.0,1.0,-2.997,5070.476,165866.064,161022.098,156269.36599999998,178145.11125,12090.556059878114,184608.83016666665,15962.165093386457
985,single,155837.204,6.0,1.0,-2.995,6100.709,159157.018,159057.288,152066.278,178067.39958333332,12210.794793574401,184626.01857142855,15932.993898931487
986,single,154773.822,7.0,1.0,-3.064,7173.482,155837.204,158899.32,150090.78,177933.22941666667,12444.216278960474,184648.4645595238,15889.446595883805
987,single,155258.318,8.0,1.0,-2.955,7631.48,154773.822,160443.092,150091.488,177761.33366666667,12743.464174746308,184676.3398095238,15832.463779238908
988,single,159012.028,9.0,1.0,-3.152,7962.161,155258.318,165087.772,153533.4,177545.30141666668,13089.075036666516,184707.09475,15769.773821095707
989,single,169203.298,10.0,1.0,-3.964,7690.725,159012.028,174708.14,163132.746,177292.14541666667,13395.65704375202,184739.70563095238,15710.475838983668
990,single,184892.996,11.0,1.0,-2.616,7357.693,169203.298,188519.954,178671.922,177062.777,13488.631553405552,184775.83986904763,15667.40417233584
991,single,192980.884,12.0,1.0,99.11,7273.943,184892.996,196629.008,188519.822,176911.65374999997,13374.52229836753,184812.87007142857,15660.241235774944
992,single,192138.838,13.0,1.0,370.411,6980.294,192980.884,195033.344,189345.944,176759.64858333333,13159.691490420539,184839.42401190478,15670.3433769544
993,single,189505.47,14.0,1.0,569.956,6251.933,192138.838,190375.768,189147.09,176639.04416666666,12997.197817648523,184856.0483809524,15676.633088045504
994,single,186571.262,15.0,1.0,758.342,5970.538,189505.47,186022.13,188860.404,176602.78175,12958.3618269838,184858.1815952381,15677.244864018307
995,single,182831.426,16.0,1.0,975.402,6027.138,186571.262,181176.576,187804.754,176625.66225000002,12976.189165784026,184844.55575,15674.740112584175
996,single,179924.792,17.0,1.0,945.771,5878.299,182831.426,177820.734,185949.094,176694.61433333333,13005.78590896913,184814.95260714286,15673.812296880566
997,single,178380.018,18.0,1.0,928.724,5961.094,179924.792,175174.832,184259.338,176782.28341666667,13020.789705809537,184779.09366666665,15678.09273260249
998,single,176874.592,19.0,1.0,836.624,5595.201,178380.018,173015.15,181843.42,176915.83283333332,13020.02302470463,184744.09771428572,15685.819731860303
999,single,176466.418,20.0,1.0,482.666,5294.722,176874.592,172571.06,180975.152,177076.64291666666,12993.558148122482,184714.5213571429,15696.0030228995
1000,single,179354.154,21.0,1.0,174.11,4711.792,176466.418,175847.388,183144.072,177238.9495,12959.11393542557,184687.6836547619,15706.286288907391
1001,single,185240.63,22.0,1.0,24.783,4057.093,179354.154,183341.682,188972.816,177385.06475000002,12962.510888811168,184665.1246190476,15711.2376247115
1002,single,191016.188,23.0,1.0,-2.017,3900.237,185240.63,192670.212,194616.092,177464.18758333335,13006.172786439429,184642.90922619047,15707.748390305815
1003,single,190660.73,0.0,2.0,-3.039,4090.203,191016.188,193077.988,193996.984,177395.26991666667,12926.231751793786,184621.48122619046,15696.513248791212
1004,single,187021.242,1.0,2.0,-2.992,4390.23,190660.73,190469.094,190767.4,177294.5508333333,12807.59467058195,184601.62257142857,15686.688056479536
1005,single,180148.826,2.0,2.0,-3.115,4386.391,187021.242,184081.826,183859.52,177150.89033333331,12672.012437403386,184579.32401190477,15680.532313544329
1006,single,170918.944,3.0,2.0,-3.099,4467.538,180148.826,174572.15,174402.64,176987.01533333331,12603.73117734213,184557.23654761905,15684.165299787503
1007,single,161769.724,4.0,2.0,-3.039,4558.371,170918.944,165866.064,165460.882,176834.7984166667,12656.115115800836,184536.50026190476,15699.96621261109
1008,single,155421.818,5.0,2.0,-2.481,4382.648,161769.724,159157.018,159549.406,176664.1175833333,12836.803258621492,184514.52908333333,15729.376501508148
1009,single,152604.682,6.0,2.0,-1.299,4378.532,155421.818,155837.204,156451.602,176508.48425,13078.652280410572,184489.96010714286,15771.77150752205
1010,single,151782.816,7.0,2.0,-1.25,4324.004,152604.682,154773.822,155712.884,176373.7958333333,13315.291793267132,184467.06177380952,15815.455000856002
1011,single,153007.518,8.0,2.0,-1.235,3905.212,151782.816,155258.318,156955.94,176249.17058333335,13538.376310886062,184443.66851190475,15861.081859502245
1012,single,157682.186,9.0,2.0,-1.265,3426.527,153007.518,159012.028,161404.988,176155.38725,13696.973637824818,184420.166,15904.921056587285
1013,single,168757.722,10.0,2.0,-1.325,3057.731,157682.186,169203.298,172373.064,176099.97716666668,13771.826484598698,184398.00646428572,15939.73426849002
1014,single,185984.352,11.0,2.0,-1.222,2800.386,168757.722,184892.996,189136.904,176081.41150000002,13781.824772839145,184376.48657142857,15958.49555493603
1015,single,195321.094,12.0,2.0,41.777,2506.024,185984.352,192980.884,198350.484,176126.88466666665,13813.925779767384,184357.7213809524,15954.717437612582
1016,single,194544.21,13.0,2.0,235.301,2266.863,195321.094,192138.838,197355.932,176224.39341666666,13945.697065492512,184339.68929761904,15940.513656196565
1017,single,191415.768,14.0,2.0,469.278,2338.011,194544.21,189505.47,193683.562,176324.61725,14073.103842352655,184322.95285714284,15928.236995030466
1018,single,188311.58,15.0,2.0,637.286,2015.54,191415.768,186571.262,190388.418,176404.213,14156.052155643312,184309.45408333334,15921.216017082194
1019,single,184795.806,16.0,2.0,734.251,1773.317,188311.58,182831.426,188175.234,176476.72624999998,14214.732097608283,184297.09195238096,15917.273501530692
1020,single,180650.618,17.0,2.0,853.391,1880.308,184795.806,179924.792,186922.982,176558.5754166667,14258.501802607369,184276.97630952383,15914.478256643299
1021,single,177800.544,18.0,2.0,845.572,2002.89,180650.618,178380.018,185769.492,176588.81816666666,14266.719469218453,184239.64080952381,15915.591004523256
1022,single,175514.0,19.0,2.0,736.574,1946.664,177800.544,176874.592,186567.726,176564.6734166667,14264.04636917443,184192.20659523807,15922.877697282142
1023,single,175148.96,20.0,2.0,558.889,1692.793,175514.0,176466.418,188146.54,176507.98208333334,14265.46478041749,184126.41060714287,15935.835523809352
1024,single,178574.762,21.0,2.0,317.131,1575.451,175148.96,179354.154,192408.128,176453.08800000002,14268.166234559207,184049.0440595238,15947.747798262057
1025,single,186633.112,22.0,2.0,46.655,1468.348,178574.762,185240.63,199581.462,176420.6133333333,14262.161954477084,183966.7025952381,15940.04008531937
1026,single,197634.812,23.0,2.0,-2.014,1278.509,186633.112,191016.188,204087.568,176478.63341666665,14302.37849823616,183889.62908333333,15895.328592185457
1027,single,200698.464,0.0,3.0,-1.249,1196.636,197634.812,190660.73,202586.028,176754.4094166667,14654.355114036858,183851.21982142856,15853.972685854611
1028,single,199425.708,1.0,3.0,-1.059,1205.282,200698.464,187021.242,198556.882,177172.64833333335,15201.525487409252,183839.98432142858,15841.279837093745
1029,single,195031.98,2.0,3.0,-1.218,1156.641,199425.708,180148.826,191714.098,177689.50108333337,15751.851870802044,183845.15590476192,15846.254159947292
1030,single,186537.142,3.0,3.0,-1.348,1447.214,195031.98,170918.944,180683.762,178309.63249999998,16141.040109565261,183864.90520238093,15858.183062701502
1031,single,178244.614,4.0,3.0,-1.336,1850.104,186537.142,161769.724,170957.956,178960.39075000002,16144.953456646668,183899.74675,15857.582148194677
1032,single,173030.9,5.0,3.0,-3.134,2261.619,178244.614,155421.818,164022.58000000002,179646.8445,15727.092480842763,183943.1197142857,15831.916670033954
1033,single,170757.356,6.0,3.0,-3.105,2458.201,173030.9,152604.682,159919.956,180380.55625000002,14938.790903366797,183996.74066666668,15779.211362000931
1034,single,170388.294,7.0,3.0,-4.064,2479.891,170757.356,151782.816,157852.44199999998,181136.91766666668,13894.366553971344,184061.249,15702.15611560675
1035,single,171569.428,8.0,3.0,-3.144,2645.626,170388.294,153007.518,157910.246,181912.14591666663,12648.551796207621,184135.86716666666,15606.357093167348
1036,single,176469.466,9.0,3.0,-3.038,2715.688,171569.428,157682.186,160872.206,182685.55883333334,11299.8905658452,184217.17182142858,15504.156556803371
1037,single,186945.532,10.0,3.0,-3.299,2570.783,176469.466,168757.722,170473.288,183468.36216666666,10077.045650697319,184310.01265476193,15409.939795858201
1038,single,203687.948,11.0,3.0,-2.761,2294.368,186945.532,185984.352,185493.834,184226.18758333332,9595.0216242561,184408.06172619047,15373.735040377402
1039,single,211563.708,12.0,3.0,67.316,2218.559,203687.948,195321.094,194861.158,184963.83741666665,10384.126768397793,184516.3600238095,15445.345689667489
1040,single,210242.156,13.0,3.0,237.617,2302.523,211563.708,194544.21,195461.568,185640.613,11552.112149472849,184615.7799642857,15565.620627342449
1041,single,207990.888,14.0,3.0,334.25,2237.72,210242.156,191415.768,195384.42,186294.69408333334,12484.902076087948,184703.7596547619,15668.71988625538
1042,single,206059.342,15.0,3.0,372.757,2039.545,207990.888,188311.58,195747.644,186985.32408333334,13217.455674751816,184778.7981547619,15750.15152681702
1043,single,203287.808,16.0,3.0,438.146,1973.674,206059.342,184795.806,194956.588,187724.81416666668,13779.4128172858,184840.1773095238,15813.120387019562
1044,single,201331.742,17.0,3.0,415.194,1987.765,203287.808,180650.618,193765.086,188495.31425000002,14121.276890911387,184889.76790476192,15858.035575648551
1045,single,199568.084,18.0,3.0,362.052,2140.994,201331.742,177800.544,193289.958,189357.02775,14252.16080957454,184934.80752380952,15894.098301911597
1046,single,197380.01,19.0,3.0,295.708,2384.43,199568.084,175514.0,191621.658,190264.0085833333,14177.177970203917,184972.17732142858,15921.217697727729
1047,single,197760.936,20.0,3.0,182.903,2445.533,197380.01,175148.96,190634.338,191175.09233333333,13887.713659982805,185006.45322619047,15941.803824554932
1048,single,200942.244,21.0,3.0,85.094,2181.588,197760.936,178574.762,192573.814,192117.258,13515.224552063435,185048.87345238097,15966.331841891255
1049,single,207492.096,22.0,3.0,9.468,1998.512,200942.244,186633.112,198055.254,193049.23641666668,13310.415907432387,185098.68553571426,16002.960862501193
1050,single,216209.592,23.0,3.0,-4.091,1863.488,207492.096,197634.812,203403.12,193918.36075,13552.066162564046,185154.85721428573,16065.152974524359
1051,single,217918.536,0.0,4.0,-3.158,1636.213,216209.592,200698.464,203742.918,194692.30991666668,14284.160401372457,185231.08621428572,16182.216088661684
1052,single,215793.908,1.0,4.0,-3.224,1621.432,217918.536,199425.708,201410.968,195409.81291666665,15012.870884446358,185315.46489285713,16315.72713355202
1053,single,209340.894,2.0,4.0,-3.193,1648.752,215793.908,195031.98,196433.502,196091.82125,15564.878790690904,185401.07763095238,16437.967566321084
1054,single,200234.148,3.0,4.0,-3.112,1528.309,209340.894,186537.142,187668.012,196688.02599999998,15794.865722553157,185477.90734523808,16519.801333223742
1055,single,192093.024,4.0,4.0,-3.15,1510.86,200234.148,178244.614,179320.214,197258.73458333334,15659.011226790697,185552.70577380952,16558.180997961557
1056,single,187156.496,5.0,4.0,-3.22,1400.862,192093.024,173030.9,173624.538,197835.75166666668,15175.586178698819,185628.7344047619,16558.716337954615
1057,single,185179.724,6.0,4.0,-3.064,1533.569,187156.496,170757.356,171086.014,198424.31816666666,14427.201885650356,185709.28177380955,16532.865988149766
1058,single,185814.26,7.0,4.0,-3.223,1605.032,185179.724,170388.294,170650.224,199025.25016666666,13494.938124115391,185793.17290476192,16493.93156114322
1059,single,187882.398,8.0,4.0,-3.265,1747.762,185814.26,171569.428,171817.33,199667.99875,12394.15561656293,185883.43502380952,16452.005281286438
1060,single,193851.846,9.0,4.0,-3.352,1863.001,187882.398,176469.466,176512.95,200347.7058333333,11173.395838331011,185979.06042857145,16416.407759507885
1061,single,205216.74,10.0,4.0,-3.281,1971.588,193851.846,186945.532,187086.638,201071.97166666668,10066.876827499078,186082.26814285715,16411.042014539413
1062,single,222171.084,11.0,4.0,-2.295,2147.364,205216.74,203687.948,203496.218,201833.272,9633.679911194502,186190.18541666665,16477.163802323725
1063,single,229979.888,12.0,4.0,86.545,2240.108,222171.084,211563.708,213774.234,202603.40266666666,10489.190051530102,186301.34533333333,16656.630408478704
1064,single,225635.706,13.0,4.0,415.471,2286.86,229979.888,210242.156,214666.578,203370.74349999998,11768.759073857107,186397.8075595238,16862.33968654303
1065,single,217718.776,14.0,4.0,776.554,1878.423,225635.706,207990.888,211340.288,204012.14141666668,12552.885910465086,186463.09998809523,16993.183300700446
1066,single,210994.072,15.0,4.0,1137.62,1933.061,217718.776,206059.342,207535.648,204417.47008333332,12840.699803191417,186501.06717857142,17056.107334665772
1067,single,204354.292,16.0,4.0,1326.118,2049.354,210994.072,203287.808,203719.698,204623.08383333334,12907.469094961143,186521.6530357143,17083.71176274755
1068,single,198214.342,17.0,4.0,1426.132,2631.012,204354.292,201331.742,200199.668,204667.52066666665,12904.50770650469,186525.4303809524,17087.60687103972
1069,single,193539.2,18.0,4.0,1457.197,3269.011,198214.342,199568.084,197311.77,204537.629,12955.13413703275,186513.6129642857,17078.777661683955
1070,single,189281.616,19.0,4.0,1459.384,4091.516,193539.2,197380.01,195097.938,204286.4255,13113.171436607707,186491.1571904762,17066.970923048764
1071,single,186258.438,20.0,4.0,1338.903,4824.25,189281.616,197760.936,194584.238,203948.99241666668,13399.682288430273,186456.53622619048,17055.302533197704
1072,single,188630.024,21.0,4.0,822.454,5426.032,186258.438,200942.244,198852.204,203469.72166666665,13829.450344982764,186406.97789285716,17043.63642731897
1073,single,195515.624,22.0,4.0,108.82,5843.24,188630.024,207492.096,207536.694,202956.7125,14151.889149018476,186346.13158333334,17017.166733036884
1074,single,205513.078,23.0,4.0,-3.122,5793.783,195515.624,216209.592,217526.76,202457.6928333333,14196.096874306422,186274.57759523808,16952.681844023315
1075,single,208062.456,0.0,5.0,-3.045,6315.1,205513.078,217918.536,219034.164,202012.00475,13910.621790390238,186203.06758333335,16845.060634436897
1076,single,206662.482,1.0,5.0,-3.273,7029.303,208062.456,215793.908,217900.962,201601.33475,13561.721699149553,186137.75979761904,16737.94118628548
1077,single,202790.402,2.0,5.0,-3.266,7623.334,206662.482,209340.894,214340.998,201220.85866666667,13271.215307654878,186070.86408333335,16632.359728334653
1078,single,196103.724,3.0,5.0,-3.249,7894.428,202790.402,200234.148,208425.62,200947.92150000003,13163.882078731043,186002.11053571428,16538.407211064998
1079,single,189033.308,4.0,5.0,-3.108,7591.262,196103.724,192093.024,201797.452,200775.8205,13200.568381227762,185928.76591666666,16465.52987291591
1080,single,184037.104,5.0,5.0,-3.027,7356.544,189033.308,187156.496,197198.84,200648.33233333332,13302.45269257858,185852.7888690476,16421.25772110492
1081,single,181730.784,6.0,5.0,-3.112,7455.798,184037.104,185179.724,194966.412,200518.35766666665,13454.381075455092,185774.44520238094,16398.1833109997
1082,single,180895.098,7.0,5.0,-3.189,7322.17,181730.784,185814.26,194892.836,200374.65183333334,13642.440368148758,185695.66170238092,16385.546729023383
1083,single,181357.896,8.0,5.0,-3.257,7295.391,180895.098,187882.398,194962.066,200169.68675000002,13905.131790132064,185612.34183333334,16374.08437917463
1084,single,183449.132,9.0,5.0,-3.143,7229.779,181357.896,193851.846,197847.642,199897.83250000002,14216.102574071054,185531.3646309524,16361.203214676836
1085,single,188250.62,10.0,5.0,-3.171,7146.984,183449.132,205216.74,202917.902,199464.38608333332,14562.818858451052,185445.65921428573,16333.98959184307
1086,single,195291.834,11.0,5.0,-0.179,7195.685,188250.62,222171.084,210015.644,198757.46441666668,14682.740825992554,185358.35396428572,16279.147433880264
1087,single,199424.382,12.0,5.0,286.473,6971.751,195291.834,229979.888,214872.52,197637.49566666668,13818.883252437743,185270.71223809524,16184.967285904766
1088,single,195958.3,13.0,5.0,1109.399,6307.139,199424.382,225635.706,213212.156,196364.34958333336,11997.058132255317,185178.7590357143,16059.175296094629
1089,single,189300.476,14.0,5.0,1516.472,4883.991,195958.3,217718.776,207421.168,195127.791,10251.258685671168,185076.05751190477,15933.501919248649
1090,single,182741.5,15.0,5.0,1642.502,4366.764,189300.476,210994.072,201113.802,193943.69516666667,9105.626576227673,184968.19624999998,15842.404999052507
1091,single,175495.144,16.0,5.0,1655.649,4482.449,182741.5,204354.292,195063.052,192766.50466666665,8618.738886831123,184858.8373095238,15793.6219168958
1092,single,168778.624,17.0,5.0,1643.971,4670.687,175495.144,198214.342,189345.824,191564.0401666667,8938.977091102528,184742.36166666666,15790.071530685405
1093,single,162835.166,18.0,5.0,1619.079,4747.042,168778.624,193539.2,184324.79,190337.55191666668,9949.149572936663,184619.93785714285,15833.836482221286
1094,single,158060.982,19.0,5.0,1559.047,5091.385,162835.166,189281.616,180724.636,189058.21716666667,11389.389072377218,184492.02342857144,15922.787764667095
1095,single,156385.868,20.0,5.0,1310.598,5711.52,158060.982,186258.438,180270.226,187757.3574166667,13027.868513247107,184357.12072619048,16050.392719646103
1096,single,158659.486,21.0,5.0,794.327,5625.924,156385.868,188630.024,183579.228,186512.66700000002,14518.990145093818,184214.95192857142,16191.965080314323
1097,single,165417.962,22.0,5.0,114.124,5370.333,158659.486,195515.624,191185.894,185263.8945833333,15579.131570306055,184066.6201309524,16311.52502844695
1098,single,176031.196,23.0,5.0,-2.551,6052.419,165417.962,205513.078,199546.442,184009.82533333334,15925.551472004121,183913.23958333334,16365.242273875514
1099,single,180064.346,0.0,6.0,-2.826,6871.613,176031.196,208062.456,200041.398,182781.41358333334,15320.327677479187,183773.2678809524,16331.25854690823
1100,single,180226.764,1.0,6.0,-2.822,7261.942,180064.346,206662.482,198099.238,181614.82566666664,14346.6027142109,183654.35685714285,16284.7600605723
1101,single,178235.504,2.0,6.0,-2.621,7534.381,180226.764,202790.402,193821.986,180513.33741666668,13317.85041368008,183547.97308333335,16248.16746347167
