time_idx,group_id,electricity_demand,hour,day_of_week,solar_generation,wind_generation,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
4311,single,259289.828,20.0,6.0,1288.367,21.073,255069.778,249792.572,234741.242,199085.54716666669,40128.86039651782,204575.0209047619,39277.42332397781
4312,single,261253.978,21.0,6.0,1044.797,20.652,259289.828,249377.282,237591.654,199481.26616666667,40693.48834951442,204721.14344047618,39435.66664887033
4313,single,258615.448,22.0,6.0,560.82,102.109,261253.978,244592.602,234849.608,199976.1285,41392.84650700473,204861.99060714286,39595.699989004584
4314,single,251373.8,23.0,6.0,159.499,219.172,258615.448,235112.638,227775.856,200560.41374999998,42142.20481153146,205003.4539404762,39745.64823181023
4315,single,241294.748,0.0,0.0,5.761,287.778,251373.8,222951.086,219315.804,201237.96216666664,42846.70912413818,205143.9178928571,39868.11915365028
4316,single,232609.124,1.0,0.0,-2.945,300.615,241294.748,212784.44,212232.854,202002.2814166667,43410.77657948913,205274.74494047617,39950.8786089067
4317,single,218453.614,2.0,0.0,-3.072,435.212,232609.124,202307.698,199396.03,202828.30991666668,43811.62499571899,205396.03226190474,40003.02554312233
4318,single,201375.494,3.0,0.0,-3.144,593.725,218453.614,189903.856,184298.198,203501.0564166667,43927.09480395367,205509.47026190476,40012.92914881028
4319,single,186352.018,4.0,0.0,-3.004,640.59,201375.494,176719.08000000002,170472.568,203979.04133333333,43835.02323115217,205611.12083333332,39980.39917335664
4320,single,174558.68,5.0,0.0,-3.145,600.956,186352.018,165318.228,160502.696,204380.41375000004,43618.13199089808,205705.64136904763,39915.54642341899
4321,single,166609.49,6.0,0.0,-3.053,469.078,174558.68,156483.422,153694.666,204765.43258333334,43297.94491702822,205789.30794047617,39834.87941785688
4322,single,160889.68,7.0,0.0,-2.952,380.233,166609.49,150230.204,149612.134,205187.35208333333,42854.06368320695,205866.18189285713,39746.10709266868
4323,single,159577.902,8.0,0.0,-3.148,462.204,160889.68,146263.502,148848.068,205631.49691666666,42311.5202120908,205933.31014285717,39659.95934172791
4324,single,162934.468,9.0,0.0,-2.135,348.775,159577.902,144329.542,152418.362,206186.26358333332,41580.24064601624,205997.17820238092,39576.03008920521
4325,single,169764.474,10.0,0.0,100.552,357.941,162934.468,142907.416,160357.592,206961.46883333335,40537.21782134431,206059.77407142858,39499.02064444597
4326,single,184082.756,11.0,0.0,569.773,327.372,169764.474,149233.976,174519.21,208080.5129166667,39034.967138391825,206115.76741666667,39440.469972114035
4327,single,201042.13,12.0,0.0,1109.777,128.665,184082.756,163297.988,189567.232,209532.5454166667,37363.16195375265,206172.6932857143,39401.474857580855
4328,single,218876.136,13.0,0.0,1389.375,-9.153,201042.13,181282.18,203416.322,211105.218,36105.65938676537,206240.99625,39382.4580591706
4329,single,237509.966,14.0,0.0,1512.42,28.608,218876.136,200184.306,217061.496,212671.63283333334,35567.03074906464,206333.01895238095,39393.87865322899
4330,single,254774.752,15.0,0.0,1616.83,19.339,237509.966,217536.926,230331.26,214226.86866666668,35812.478887851095,206454.73603571433,39458.7622731845
4331,single,269821.148,16.0,0.0,1483.718,8.054,254774.752,231682.216,241801.764,215778.44475,36756.348672079876,206600.23301190475,39592.16971471131
4332,single,279992.5,17.0,0.0,1416.72,36.411,269821.148,241589.688,250645.426,217367.56691666666,38267.22247650281,206767.0150595238,39799.81546400361
4333,single,282911.296,18.0,0.0,1297.768,102.272,279992.5,249102.506,256569.884,218967.68408333333,40083.86282951226,206941.70002380954,40057.12665721061
4334,single,281758.118,19.0,0.0,1202.333,101.988,282911.296,255069.778,260037.07,220376.38366666666,41748.481331047355,207098.49414285712,40303.34452376633
4335,single,278927.384,20.0,0.0,1100.974,250.015,281758.118,259289.828,260827.012,221488.39783333332,43047.96558166127,207227.78609523806,40508.50491691621
4336,single,276162.12,21.0,0.0,920.33,252.344,278927.384,261253.978,260411.906,222306.62933333335,43974.374839891985,207335.52640476194,40675.64214504556
4337,single,269130.63800000004,22.0,0.0,633.197,203.004,276162.12,258615.448,256852.602,222927.80191666668,44648.582993518816,207429.2776785714,40816.61445395527
4338,single,258659.252,23.0,0.0,178.637,277.522,269130.63800000004,251373.8,247862.18,223365.93483333333,45063.671903536415,207502.36122619046,40916.50839858361
4339,single,247897.776,0.0,1.0,12.488,305.285,258659.252,241294.748,234938.286,223669.49533333335,45284.540137101394,207566.62951190476,40988.697780196395
4340,single,238006.424,1.0,1.0,4.258,394.859,247897.776,232609.124,225421.81,223944.6215,45416.14519547469,207643.76933333336,41052.66391613183
4341,single,222841.822,2.0,1.0,4.209,556.547,238006.424,218453.614,209457.656,224169.509,45474.24044935427,207718.67775000003,41096.75542760592
4342,single,205490.186,3.0,1.0,3.892,704.73,222841.822,201375.494,191359.828,224352.351,45459.078335041275,207798.3454047619,41113.1162963334
4343,single,189674.286,4.0,1.0,3.831,693.136,205490.186,186352.018,176008.93,224523.79649999997,45376.33904413186,207882.45467857143,41093.73436132126
4344,single,178141.96,5.0,1.0,4.03,610.428,189674.286,174558.68,164993.428,224662.22433333332,45259.744638936325,207963.79608333338,41043.760048515804
4345,single,169902.098,6.0,1.0,3.921,547.28,178141.96,166609.49,157153.288,224811.52766666666,45092.87902579873,208042.06115476188,40973.80718785179
4346,single,164472.306,7.0,1.0,3.919,465.859,169902.098,160889.68,152209.706,224948.71966666667,44912.753370091894,208117.94692857141,40890.71548176426
4347,single,162850.514,8.0,1.0,3.875,429.542,164472.306,159577.902,150471.776,225097.99575,44696.01470323482,208190.93859523808,40801.16587264442
4348,single,165868.956,9.0,1.0,5.059,364.7,162850.514,162934.468,153554.342,225234.35458333336,44491.96109496466,208264.6215595238,40707.376082513074
4349,single,172882.924,10.0,1.0,84.669,274.977,165868.956,169764.474,160497.886,225356.62491666665,44316.99631144596,208337.92283333332,40619.262057663625
4350,single,185691.646,11.0,1.0,452.969,247.768,172882.924,184082.756,172795.03,225486.56033333333,44151.1773317003,208411.643297619,40543.084051467944
4351,single,200834.69,12.0,1.0,936.557,132.01,185691.646,201042.13,186452.316,225553.59741666666,44086.75287236275,208488.40886904765,40487.41381082415
4352,single,215913.176,13.0,1.0,1213.641,43.867,200834.69,218876.136,199668.148,225544.95408333334,44091.787399077046,208574.01823809525,40455.73331769337
4353,single,230740.004,14.0,1.0,1291.796,45.132,215913.176,237509.966,212657.972,225421.49741666668,44115.413695115545,208670.71483333333,40453.73343869472
4354,single,244826.64,15.0,1.0,1321.186,52.72,230740.004,254774.752,224355.804,225139.41566666667,44056.36184783802,208778.34597619047,40488.4450744551
4355,single,256641.944,16.0,1.0,1308.755,137.933,244826.64,269821.148,234934.72,224724.911,43811.53290028251,208900.19619047618,40566.33487797658
4356,single,264587.58,17.0,1.0,1339.014,222.464,256641.944,279992.5,243071.13,224175.7775,43301.34489738443,209029.40585714285,40684.15440031805
4357,single,268086.226,18.0,1.0,1275.457,304.448,264587.58,282911.296,248277.794,223533.90583333335,42545.56028398225,209157.47996428568,40825.58095330903
4358,single,269683.622,19.0,1.0,1128.182,488.222,268086.226,281758.118,250952.774,222916.19458333333,41746.098622141944,209275.38729761905,40967.59699770261
4359,single,271374.94,20.0,1.0,968.839,666.998,269683.622,278927.384,252610.92,222413.09058333337,41073.47120257719,209386.8804404762,41106.951968637106
4360,single,270749.236,21.0,1.0,786.506,922.783,271374.94,276162.12,252615.598,222098.40541666665,40648.39241608772,209498.5710357143,41250.33962428912
4361,single,266838.384,22.0,1.0,421.875,629.568,270749.236,269130.63800000004,248719.448,221872.86858333333,40349.2949216267,209606.50935714287,41387.33536818919
4362,single,257544.276,23.0,1.0,153.816,594.209,266838.384,258659.252,239572.506,221777.358,40235.11914354791,209714.36016666662,41513.2859972778
4363,single,247153.708,0.0,2.0,10.93,389.818,257544.276,247897.776,228850.482,221730.90066666668,40191.30189631464,209821.33498809522,41613.72169307695
4364,single,238603.858,1.0,2.0,4.003,1167.675,247153.708,238006.424,221015.622,221699.89783333332,40170.52126306033,209930.28276190476,41687.7334935032
4365,single,222905.752,2.0,2.0,3.936,1494.434,238603.858,222841.822,206593.03,221724.79091666665,40181.249200545244,210034.97464285712,41737.794121266044
4366,single,205104.14,3.0,2.0,3.979,1356.089,222905.752,205490.186,189627.016,221727.4546666667,40181.32859091829,210132.0741785714,41748.712445516365
4367,single,190200.194,4.0,2.0,0.621,1112.974,205104.14,189674.286,174756.222,221711.36941666668,40188.187933514506,210224.1999166667,41720.26032774547
4368,single,179394.894,5.0,2.0,0.73,1180.006,190200.194,178141.96,163720.11800000002,221733.28225000002,40170.09934607278,210316.12832142855,41658.60996462292
4369,single,171225.128,6.0,2.0,0.719,1232.86,179394.894,169902.098,155900.256,221785.48783333335,40111.75616885427,210409.4305595238,41571.08593428681
4370,single,166349.608,7.0,2.0,0.82,952.87,171225.128,164472.306,151126.45,221840.61408333332,40038.19346141621,210500.6500357143,41467.444668888755
4371,single,165235.3,8.0,2.0,0.616,876.744,166349.608,162850.514,149774.962,221918.835,39922.91031233232,210591.26407142857,41353.40003699696
4372,single,169061.26,9.0,2.0,2.275,765.225,165235.3,165868.956,153073.354,222018.20108333332,39772.18346655763,210683.28989285714,41234.282807213924
4373,single,176489.336,10.0,2.0,92.911,528.847,169061.26,172882.924,159909.528,222151.21375000002,39581.11459843407,210778.45599999998,41118.81442715783
4374,single,189638.808,11.0,2.0,498.079,383.751,176489.336,185691.646,172161.256,222301.48091666665,39392.33391272285,210877.14533333335,41015.76022101333
4375,single,204240.476,12.0,2.0,777.932,144.409,189638.808,200834.69,185431.616,222465.946,39240.788647291236,210981.1783809524,40939.0660528425
4376,single,218914.684,13.0,2.0,894.137,51.454,204240.476,215913.176,198199.406,222607.85374999998,39165.24722104428,211093.13588095238,40894.470712976494
4377,single,233962.022,14.0,2.0,1133.964,46.864,218914.684,230740.004,211454.954,222732.9165833333,39147.72856029264,211216.44110714286,40886.59032108559
4378,single,248380.824,15.0,2.0,1299.548,49.506,233962.022,244826.64,224409.054,222867.16733333332,39181.89121660422,211350.41175000003,40924.23297489642
4379,single,261666.456,16.0,2.0,1353.146,87.859,248380.824,256641.944,234590.52,223015.25833333333,39275.103120651314,211493.10085714288,41011.73395906724
4380,single,270961.34,17.0,2.0,1210.344,106.271,261666.456,264587.58,241162.07,223224.613,39475.02505177347,211654.26714285716,41155.99205477983
4381,single,275335.272,18.0,2.0,1206.584,207.802,270961.34,268086.226,246026.192,223490.18633333335,39785.616928197676,211831.64375,41347.6969841544
4382,single,276765.756,19.0,2.0,990.447,300.486,275335.272,269683.622,249168.954,223792.22991666666,40164.61175247443,212006.1025595238,41554.15499144769
4383,single,277506.902,20.0,2.0,890.382,451.117,276765.756,271374.94,250581.112,224087.31883333332,40540.6900240105,212170.3692380952,41755.998103283324
4384,single,276768.416,21.0,2.0,686.492,585.402,277506.902,270749.236,250171.076,224342.81725,40869.65475691831,212330.64179761903,41955.511506788775
4385,single,272365.75,22.0,2.0,430.846,559.735,276768.416,266838.384,245942.956,224593.61641666666,41184.071285859085,212488.95929761906,42148.8923009659
4386,single,263281.0,23.0,2.0,157.207,607.922,272365.75,257544.276,237124.15,224823.92333333334,41445.207991171585,212646.23783333335,42323.41036471003
4387,single,252329.562,0.0,3.0,6.715,611.298,263281.0,247153.708,225731.262,225062.95349999997,41658.119476825035,212801.93336904762,42461.881904889815
4388,single,243484.342,1.0,3.0,3.249,821.613,252329.562,238603.858,217154.232,225278.61408333332,41790.64041196253,212960.25658333334,42559.8529616154
4389,single,228361.044,2.0,3.0,3.21,602.162,243484.342,222905.752,203443.012,225481.96758333335,41870.098980682225,213116.98342857143,42623.82207428179
4390,single,210740.71,3.0,3.0,3.161,411.332,228361.044,205104.14,186395.198,225709.27141666666,41870.31298856888,213265.305047619,42633.310790021496
4391,single,195052.332,4.0,3.0,3.191,490.715,210740.71,190200.194,171244.328,225944.1285,41765.38723283171,213410.2188095238,42582.77655513036
4392,single,183091.156,5.0,3.0,3.163,714.591,195052.332,179394.894,160064.724,226146.30091666666,41596.24115296772,213551.93311904767,42481.10416166082
4393,single,174712.97,6.0,3.0,3.136,719.014,183091.156,171225.128,152380.092,226300.3118333333,41422.09533554106,213688.99521428568,42344.42497751181
4394,single,168886.598,7.0,3.0,3.306,725.641,174712.97,166349.608,147683.282,226445.63858333335,41226.12124248641,213821.92901190472,42185.559913344325
4395,single,167046.98,8.0,3.0,3.175,603.411,168886.598,165235.3,146340.48,226551.34649999999,41068.27970543993,213948.13922619048,42017.88697802094
4396,single,170513.016,9.0,3.0,3.459,418.495,167046.98,169061.26,148891.836,226626.83316666668,40952.17681195726,214071.39220238096,41848.41070901001
4397,single,177566.352,10.0,3.0,78.229,389.115,170513.016,176489.336,155757.318,226687.32299999997,40864.42883710157,214200.08970238097,41679.66792554819
4398,single,191635.562,11.0,3.0,424.591,408.559,177566.352,189638.808,168986.872,226732.19866666666,40807.458332322814,214329.9053809524,41530.247255007635
4399,single,207534.366,12.0,3.0,701.485,388.97,191635.562,204240.476,183844.524,226815.39674999999,40730.50732803223,214464.71901190476,41418.786357985955
4400,single,224063.772,13.0,3.0,992.563,271.399,207534.366,218914.684,198413.562,226952.6421666667,40656.61412268588,214605.7299761905,41354.191013770826
4401,single,240928.294,14.0,3.0,1089.284,159.652,224063.772,233962.022,213151.974,227167.1875,40625.92786404312,214758.40979761904,41341.39985368856
4402,single,256674.016,15.0,3.0,1202.728,162.485,240928.294,248380.824,226819.818,227457.44883333333,40701.40184401029,214923.7450357143,41390.45016195582
4403,single,268086.13,16.0,3.0,1204.648,411.464,256674.016,261666.456,238202.182,227802.99850000002,40921.37160163694,215101.4485952381,41505.756563889976
4404,single,276139.88,17.0,3.0,1297.576,746.416,268086.13,270961.34,247651.06,228070.48491666667,41172.557761556636,215279.32923809523,41669.06720932994
4405,single,281483.462,18.0,3.0,1323.095,1165.56,276139.88,275335.272,254370.952,228286.2574166667,41419.93465545852,215448.90554761904,41859.13150776131
4406,single,284601.556,19.0,3.0,1303.055,1782.513,281483.462,276765.756,259167.872,228542.432,41741.34145572731,215610.28953571426,42061.86434320469
4407,single,286657.284,20.0,3.0,1144.568,2404.43,284601.556,277506.902,263209.826,228868.9236666667,42163.444177381076,215761.6805119048,42264.85874681488
4408,single,286957.202,21.0,3.0,864.285,3180.053,286657.284,276768.416,264720.774,229250.18958333335,42660.81671162216,215901.24871428573,42460.742075562994
4409,single,283211.412,22.0,3.0,570.13,2994.624,286957.202,272365.75,261957.854,229674.72233333334,43201.51641083118,216033.60840476194,42648.079498634026
4410,single,274462.27,23.0,3.0,167.059,2569.46,283211.412,263281.0,253684.254,230126.62491666665,43721.095087047725,216160.1176785714,42816.31373657563
4411,single,262289.632,0.0,4.0,5.592,2300.428,274462.27,252329.562,240752.608,230592.51116666666,44147.24040658359,216283.79634523808,42955.13903669143
4412,single,252938.068,1.0,4.0,-3.151,2865.2,262289.632,243484.342,230348.432,231007.51408333334,44406.5153117127,216411.99291666667,43060.61012687795
4413,single,237012.578,2.0,4.0,-3.043,2667.567,252938.068,228361.044,214358.004,231401.41933333335,44563.653515481725,216546.4550357143,43139.58603509649
4414,single,217909.34,3.0,4.0,-2.859,2806.056,237012.578,210740.71,196177.402,231761.89991666668,44572.980920056594,216681.30369047617,43168.10244270179
4415,single,200740.312,4.0,4.0,-3.056,2062.194,217909.34,195052.332,179841.958,232060.59283333333,44449.83797985967,216810.6604642857,43138.84375422272
4416,single,188177.194,5.0,4.0,-3.035,2190.19,200740.312,183091.156,167197.682,232297.59199999998,44258.68953887874,216935.05542857142,43061.664797231795
4417,single,179202.586,6.0,4.0,-2.88,2097.974,188177.194,174712.97,158214.936,232509.51025000002,44024.3930134477,217059.9334761905,42946.83060400094
4418,single,173205.898,7.0,4.0,-3.127,2185.422,179202.586,168886.598,151802.978,232696.57758333333,43776.97101181323,217184.85996428572,42804.92419191712
4419,single,171327.666,8.0,4.0,-3.008,2774.794,173205.898,167046.98,148681.388,232876.5484166667,43511.30962781332,217312.25829761906,42640.7011061479
4420,single,174362.032,9.0,4.0,-2.897,3380.024,171327.666,170513.016,148643.216,233054.91033333333,43237.64103115005,217447.0575714286,42457.84397012115
4421,single,181616.814,10.0,4.0,55.087,3431.889,174362.032,177566.352,150307.284,233215.286,43002.07324442282,217600.14576190474,42254.153713065076
4422,single,192684.91,11.0,4.0,387.274,3104.85,181616.814,191635.562,159558.752,233384.05525,42781.55628625126,217786.51201190476,42023.994527799376
4423,single,206114.338,12.0,4.0,697.909,3036.047,192684.91,207534.366,174481.156,233427.77808333337,42737.54773908462,217983.6915238095,41826.4004223104
4424,single,218360.248,13.0,4.0,852.089,2953.508,206114.338,224063.772,191772.564,233368.61025,42775.92013349833,218171.98427380953,41700.40226038741
4425,single,230504.02,14.0,4.0,924.746,2996.415,218360.248,240928.294,208750.686,233130.9634166667,42845.64834749821,218330.24429761907,41650.03403138413
4426,single,240960.648,15.0,4.0,982.321,3373.062,230504.02,256674.016,224584.576,232696.61866666668,42815.99413268165,218459.72842857143,41653.88805024615
4427,single,247965.078,16.0,4.0,988.506,3999.503,240960.648,268086.13,237076.27,232041.895,42552.732409143064,218557.20504761903,41687.454740656256
4428,single,252270.962,17.0,4.0,1093.208,4255.284,247965.078,276139.88,246911.73,231203.51783333332,42006.416521084444,218622.0193809524,41724.86800630691
4429,single,254260.898,18.0,4.0,1134.19,4504.935,252270.962,281483.462,254105.658,230208.97958333333,41170.49369374282,218653.91957142856,41748.66791563839
4430,single,254539.108,19.0,4.0,1148.968,4856.638,254260.898,284601.556,259861.836,229074.70608333335,40056.35382056872,218654.8436190476,41749.45899880457
4431,single,253157.43,20.0,4.0,1065.698,5014.06,254539.108,286657.284,265148.244,227822.1040833333,38691.2598224903,218623.1607142857,41720.009783449845
4432,single,251754.24,21.0,4.0,995.867,5256.399,253157.43,286957.202,267760.688,226426.2768333333,37045.71372693611,218551.78682142854,41650.137169126945
4433,single,246250.502,22.0,4.0,741.227,5276.189,251754.24,283211.412,264807.166,224959.48675,35195.55943362261,218456.5103452381,41555.094918140414
4434,single,237900.43,23.0,4.0,233.599,4589.288,246250.502,274462.27,255962.864,223419.44883333333,33293.05295119836,218346.05401190478,41455.697482059186
4435,single,228262.752,0.0,5.0,1.857,3360.791,237900.43,262289.632,243045.942,221896.03883333332,31651.95245772676,218238.53952380954,41380.90969971362
4436,single,220744.774,1.0,5.0,-3.147,2955.239,228262.752,252938.068,231719.968,220478.25216666667,30505.24543756699,218150.5443452381,41343.54279089117
4437,single,208737.454,2.0,5.0,-3.153,2934.765,220744.774,237012.578,217093.102,219136.86491666664,29713.382797764538,218085.2158095238,41330.64197766155
4438,single,194511.774,3.0,5.0,-2.969,3259.372,208737.454,217909.34,200309.914,217958.73474999997,29533.807120871003,218035.47980952382,41336.86999862
4439,single,181101.366,4.0,5.0,-3.064,3230.568,194511.774,200740.312,184953.956,216983.83616666668,29919.16633403099,218000.96707142855,41354.17479568007
4440,single,170346.262,5.0,5.0,-3.128,3044.881,181101.366,188177.194,171814.148,216165.54675,30642.5599673288,217978.03498809523,41373.67363989046
4441,single,162727.876,6.0,5.0,-3.053,3232.57,170346.262,179202.586,162082.602,215422.59125000003,31553.295457619748,217969.29757142861,41383.63484276288
4442,single,157503.816,7.0,5.0,-3.042,3185.797,162727.876,173205.898,155426.676,214736.14500000002,32539.324489590384,217973.1384880952,41378.446421170134
4443,single,154293.59600000002,8.0,5.0,-3.037,2686.212,157503.816,171327.666,151087.63,214081.89158333334,33552.73630102427,217985.50241666666,41359.95174723664
4444,single,153993.398,9.0,5.0,-2.452,2294.904,154293.59600000002,174362.032,148727.8,213372.13866666667,34658.399514117365,218004.58554761906,41329.62929679689
4445,single,154392.678,10.0,5.0,83.03,2233.092,153993.398,181616.814,147372.242,212523.44558333335,35882.94181778453,218035.92839285714,41278.743071064484
4446,single,162058.01,11.0,5.0,383.292,2048.834,154392.678,192684.91,154656.724,211389.10658333334,37304.59330341252,218077.71670238097,41210.27548340215
4447,single,175220.478,12.0,5.0,747.593,1573.741,162058.01,206114.338,168795.698,210112.98575,38477.64917025659,218121.77197619047,41145.97612493946
4448,single,189246.18,13.0,5.0,1085.093,1336.52,175220.478,218360.248,185995.522,208825.74158333335,39128.49964488767,218160.01471428573,41102.81903968518
4449,single,203063.512,14.0,5.0,1248.057,1344.867,189246.18,230504.02,203172.404,207612.65541666665,39271.09939040762,218179.36386904764,41088.349512201734
4450,single,214429.968,15.0,5.0,1441.202,1688.759,203063.512,240960.648,218597.646,206469.30091666666,38973.98719639723,218178.71570238099,41088.58852200298
4451,single,222907.672,16.0,5.0,1438.294,2386.021,214429.968,247965.078,230128.864,205363.85591666668,38323.984760874264,218153.90809523806,41089.5921988712
4452,single,227174.944,17.0,5.0,1456.909,2681.153,222907.672,252270.962,238160.624,204319.79733333332,37444.16106037477,218110.9248095238,41080.766392310776
4453,single,230354.688,18.0,5.0,1474.757,2883.337,227174.944,254260.898,243879.568,203274.12991666666,36382.21076941071,218045.53385714287,41057.397533003445
4454,single,235783.064,19.0,5.0,1431.319,3115.573,230354.688,254539.108,247621.836,202278.03783333334,35234.73725126066,217965.02861904766,41019.68135227968
4455,single,241422.686,20.0,5.0,1333.829,2893.833,235783.064,253157.43,249792.572,201496.536,34218.54553835779,217894.55973809524,40978.57648421244
4456,single,244370.418,21.0,5.0,1148.456,2424.283,241422.686,251754.24,249377.282,201007.58833333335,33525.081824457324,217844.73898809528,40944.637338131564
4457,single,242063.452,22.0,5.0,773.546,1996.054,244370.418,246250.502,244592.602,200699.92908333332,33069.92341725039,217814.93622619048,40923.36468095231
4458,single,234276.648,23.0,5.0,251.351,1596.508,242063.452,237900.43,235112.638,200525.46866666665,32829.342695268664,217799.88176190475,40913.91911265852
4459,single,223081.632,0.0,6.0,7.214,1202.419,234276.648,228262.752,222951.086,200374.47775,32657.856951332258,217794.90563095236,40911.85163648162
4460,single,214916.12,1.0,6.0,-3.055,1502.62,223081.632,220744.774,212784.44,200158.59775,32482.142109392124,217795.6826904762,40911.9513964998
4461,single,202107.118,2.0,6.0,-3.08,2375.262,214916.12,208737.454,202307.698,199915.73716666666,32343.024278742036,217808.37126190477,40910.7184307332
4462,single,187227.612,3.0,6.0,-2.981,2252.891,202107.118,194511.774,189903.856,199639.4731666667,32292.673679359203,217807.1773333333,40911.1764317207
4463,single,172755.366,4.0,6.0,-2.978,2229.428,187227.612,181101.366,176719.08000000002,199335.96641666666,32377.082604734875,217791.2473095238,40922.62594414717
4464,single,161312.722,5.0,6.0,-3.077,1757.49,172755.366,170346.262,165318.228,198988.21641666666,32625.317815218947,217767.65377380952,40947.58250161101
4465,single,153371.554,6.0,6.0,-3.025,1401.328,161312.722,162727.876,156483.422,198611.81891666667,33019.85072476641,217743.8114761905,40979.45850125746
4466,single,147432.814,7.0,6.0,-3.139,1194.347,153371.554,157503.816,150230.204,198221.97216666667,33513.474994094046,217725.28845238095,41008.00781700768
4467,single,143688.89,8.0,6.0,-2.869,1578.396,147432.814,154293.59600000002,146263.502,197802.34708333333,34103.33621493635,217708.63732142857,41036.13631083638
4468,single,141602.748,9.0,6.0,-2.645,1597.283,143688.89,153993.398,144329.542,197360.48433333333,34754.06290597638,217693.31225000002,41063.44914440123
4469,single,140895.748,10.0,6.0,96.058,1506.484,141602.748,154392.678,142907.416,196844.20724999998,35510.10658965617,217677.0813333333,41093.149028727836
4470,single,146787.116,11.0,6.0,643.269,1300.887,140895.748,162058.01,149233.976,196281.83516666666,36309.51717994925,217665.1071190476,41115.35386545905
4471,single,159025.61,12.0,6.0,1202.656,878.241,146787.116,175220.478,163297.988,195645.54791666663,37061.34996693292,217650.5424761905,41140.16586404854
4472,single,173970.62,13.0,6.0,1496.677,578.993,159025.61,189246.18,181282.18,194970.76174999998,37593.022311944624,217625.11165476192,41175.27062778745
4473,single,188565.922,14.0,6.0,1631.079,526.786,173970.62,203063.512,200184.306,194334.28008333335,37822.770352392574,217581.59046428575,41217.756328263094
4474,single,201344.824,15.0,6.0,1699.208,386.099,188565.922,214429.968,217536.926,193730.21383333334,37793.05317709988,217512.4334166667,41256.849473172515
4475,single,211532.172,16.0,6.0,1674.78,473.788,201344.824,222907.672,231682.216,193184.9995,37575.20588138258,217416.05185714288,41275.70107165872
4476,single,219532.694,17.0,6.0,1637.69,662.675,211532.172,227174.944,241589.688,192711.02033333332,37254.35484310216,217296.1111190476,41263.272161160276
4477,single,224570.084,18.0,6.0,1594.107,1154.06,219532.694,230354.688,249102.506,192392.59325,36978.61109405558,217164.81948809527,41220.58033771115
4478,single,228159.838,19.0,6.0,1513.327,1270.2,224570.084,235783.064,255069.778,192151.56808333332,36738.489852197,217018.79316666664,41150.15533090305
4479,single,231509.624,20.0,6.0,1387.592,1515.809,228159.838,241422.686,259289.828,191833.93366666665,36376.024898025884,216858.61495238094,41053.41397507984
4480,single,232632.86,21.0,6.0,1163.131,1799.54,231509.624,244370.418,261253.978,191420.88941666667,35840.81400835371,216693.2565952381,40937.26600946622
4481,single,229208.898,22.0,6.0,753.002,1602.144,232632.86,242063.452,258615.448,190931.82450000002,35160.50423558367,216522.89279761905,40810.069427367154
4482,single,222304.66,23.0,6.0,219.492,1347.648,229208.898,234276.648,251373.8,190396.21808333334,34438.23101781134,216347.8538095238,40691.33993001342
4483,single,214105.164,0.0,0.0,5.467,935.326,222304.66,223081.632,241294.748,189897.38524999996,33856.79232784851,216174.82321428575,40603.21777519901
4484,single,206927.078,1.0,0.0,-3.107,1161.417,214105.164,214916.12,232609.124,189523.36575,33522.1924158397,216012.98045238093,40556.65280441871
4485,single,195105.32,2.0,0.0,-3.077,1096.013,206927.078,202107.118,218453.614,189190.48899999997,33297.99426374213,215860.1111309524,40542.12152208113
4486,single,180838.738,3.0,0.0,-3.014,944.227,195105.32,187227.612,201375.494,188898.74741666668,33210.46254153947,215721.1331904762,40573.18473212653
4487,single,168115.078,4.0,0.0,-2.992,864.809,180838.738,172755.366,186352.018,188632.54433333335,33250.022053858,215598.89059523807,40647.53478088055
4488,single,158643.108,5.0,0.0,-2.995,930.521,168115.078,161312.722,174558.68,188439.199,33359.670839703824,215490.33738095238,40750.33089847101
4489,single,152521.978,6.0,0.0,-2.949,799.237,158643.108,153371.554,166609.49,188327.9650833333,33458.35829745193,215395.60183333335,40864.39824633345
4490,single,148955.548,7.0,0.0,-3.095,816.819,152521.978,147432.814,160889.68,188292.56608333334,33497.3769123205,215311.7475952381,40979.39944869705
4491,single,148505.642,8.0,0.0,-2.926,820.471,148955.548,143688.89,159577.902,188356.0133333333,33417.9677121466,215240.7110952381,41084.51220829965
4492,single,152936.882,9.0,0.0,-2.688,740.009,148505.642,141602.748,162934.468,188556.7113333333,33151.448584172744,215174.8047857143,41183.1017570789
4493,single,159952.128,10.0,0.0,50.165,664.986,152936.882,140895.748,169764.474,189028.96691666663,32528.36317887899,215115.2953452381,41266.18032437864
4494,single,172431.278,11.0,0.0,231.138,614.706,159952.128,146787.116,184082.756,189822.98275,31519.2806320279,215056.88852380952,41337.63495020359
4495,single,184838.952,12.0,0.0,516.146,359.861,172431.278,159025.61,201042.13,190891.48950000003,30412.15488761067,214987.53448809523,41399.64044776065
4496,single,196321.482,13.0,0.0,979.668,205.794,184838.952,173970.62,218876.136,191967.04541666666,29683.92628580678,214891.08700000003,41451.16513758168
4497,single,208585.862,14.0,0.0,1345.452,191.397,196321.482,188565.922,237509.966,192898.3313333333,29444.413939269805,214756.83310714288,41474.69972641313
4498,single,220046.732,15.0,0.0,1462.288,259.459,208585.862,201344.824,254774.752,193732.4955,29599.515060981896,214584.66582142856,41439.70194508229
