time_idx,group_id,target,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_mean_168,total_renewable_mw,net_load,high_demand_flag,peak_hour_flag,wind_generation_mw,solar_generation_mw
7556,0,190430.332,1,2,11,0,0.258819,0.965926,-0.866025,0.5,194500.558,178157.876,168206.086,172683.614,158759.439,2999.858,187430.474,0,0,2999.858,0.0
7557,0,183835.106,2,2,11,0,0.5,0.866025,-0.866025,0.5,190430.332,171874.33,159883.028,173194.966,158891.726,2857.162,180977.944,0,0,2857.162,0.0
7558,0,175592.44,3,2,11,0,0.707107,0.707107,-0.866025,0.5,183835.106,163599.69,150460.312,173693.332,159034.298,2659.731,172932.709,0,0,2659.731,0.0
7559,0,167670.818,4,2,11,0,0.866025,0.5,-0.866025,0.5,175592.44,156097.188,141156.558,174193.03,159183.894,2432.037,165238.781,0,0,2432.037,0.0
7560,0,162410.322,5,2,11,0,0.965926,0.258819,-0.866025,0.5,167670.818,150832.532,134078.412,174675.265,159341.717,2378.091,160032.231,0,0,2378.091,0.0
7561,0,159408.35,6,2,11,0,1.0,0.0,-0.866025,0.5,162410.322,147840.528,129943.668,175157.672,159510.36,2511.471,156896.879,0,0,2511.471,0.0
7562,0,158590.692,7,2,11,0,0.965926,-0.258819,-0.866025,0.5,159408.35,146935.444,127564.674,175639.665,159685.745,2865.131,155725.561,0,0,2865.131,0.0
7563,0,159380.814,8,2,11,0,0.866025,-0.5,-0.866025,0.5,158590.692,147657.056,126644.608,176125.3,159870.423,3124.168,156256.646,0,0,3124.168,0.0
7564,0,163429.802,9,2,11,0,0.707107,-0.707107,-0.866025,0.5,159380.814,151480.806,128461.792,176613.79,160065.282,3338.88,160090.922,0,0,3338.88,0.0
7565,0,172269.7,10,2,11,0,0.5,-0.866025,-0.866025,0.5,163429.802,160073.098,134538.792,177111.665,160273.425,3820.8,168448.9,0,0,3820.8,0.0
7566,0,185647.894,11,2,11,0,0.258819,-0.965926,-0.866025,0.5,172269.7,173670.426,145457.17,177619.857,160498.013,4567.029,181080.865,0,0,4567.029,0.0
7567,0,194317.506,12,2,11,0,0.0,-1.0,-0.866025,0.5,185647.894,182983.258,154609.276,178118.918,160737.244,5708.12,188609.386,0,0,5403.948,304.172
7568,0,194938.918,13,2,11,0,-0.258819,-0.965926,-0.866025,0.5,194317.506,184222.354,161613.216,178591.178,160973.602,6993.738,187945.18,0,0,5780.789,1212.949
7569,0,191062.276,14,2,11,0,-0.5,-0.866025,-0.866025,0.5,194938.918,182279.844,165958.06,179037.702,161171.97,7290.438,183771.838,0,0,5662.949,1627.489
7570,0,187342.356,15,2,11,0,-0.707107,-0.707107,-0.866025,0.5,191062.276,180169.346,169209.802,179403.637,161321.4,7440.09,179902.266,0,0,5764.329,1675.761
7571,0,183995.138,16,2,11,0,-0.866025,-0.5,-0.866025,0.5,187342.356,179800.68,170906.8,179702.512,161429.331,7718.11,176277.028,0,0,5945.618,1772.492
7572,0,181005.098,17,2,11,0,-0.965926,-0.258819,-0.866025,0.5,183995.138,180073.668,172043.55,179877.281,161507.238,7805.51,173199.588,0,1,6025.955,1779.555
7573,0,178133.216,18,2,11,0,-1.0,-0.0,-0.866025,0.5,181005.098,179420.542,172128.094,179916.091,161560.581,8043.144,170090.072,0,1,6264.041,1779.103
7574,0,176795.198,19,2,11,0,-0.965926,0.258819,-0.866025,0.5,178133.216,177805.722,171310.72,179862.452,161596.325,8027.108,168768.09,0,1,6376.691,1650.417
7575,0,178042.726,20,2,11,0,-0.866025,0.5,-0.866025,0.5,176795.198,178272.688,170433.612,179820.347,161628.971,7429.072,170613.654,0,1,6375.502,1053.57
7576,0,184642.738,21,2,11,0,-0.707107,0.707107,-0.866025,0.5,178042.726,183899.264,172384.938,179810.765,161674.264,6307.879,178334.859,0,1,6136.227,171.652
7577,0,197226.726,22,2,11,0,-0.5,0.866025,-0.866025,0.5,184642.738,195266.682,178458.846,179841.743,161747.227,6183.122,191043.604,0,0,6182.861,0.261
7578,0,200284.032,23,2,11,0,-0.258819,0.965926,-0.866025,0.5,197226.726,197493.158,179343.776,179923.412,161858.94,6758.269,193525.763,0,0,6758.269,0.0
7579,0,198616.498,0,3,11,0,0.0,1.0,-0.866025,0.5,200284.032,194500.558,175550.08,180039.698,161983.585,6922.047,191694.451,0,0,6922.047,0.0
7580,0,195426.276,1,3,11,0,0.258819,0.965926,-0.866025,0.5,198616.498,190430.332,170237.816,180211.196,162120.885,6942.656,188483.62,0,0,6942.656,0.0
7581,0,189486.29,2,3,11,0,0.5,0.866025,-0.866025,0.5,195426.276,183835.106,163120.024,180419.36,162270.816,6925.216,182561.074,0,0,6925.216,0.0
7582,0,181249.166,3,3,11,0,0.707107,0.707107,-0.866025,0.5,189486.29,175592.44,154480.386,180654.826,162427.758,6798.764,174450.402,0,0,6798.764,0.0
7583,0,174143.738,4,3,11,0,0.866025,0.5,-0.866025,0.5,181249.166,167670.818,146217.04,180890.523,162587.096,6725.427,167418.311,0,0,6725.427,0.0
7584,0,169223.502,5,3,11,0,0.965926,0.258819,-0.866025,0.5,174143.738,162410.322,139948.994,181160.228,162753.326,6658.047,162565.455,0,0,6658.047,0.0
7585,0,166339.762,6,3,11,0,1.0,0.0,-0.866025,0.5,169223.502,159408.35,135715.092,181444.11,162927.579,6843.04,159496.722,0,0,6843.04,0.0
7586,0,165735.18,7,3,11,0,0.965926,-0.258819,-0.866025,0.5,166339.762,158590.692,133475.96,181732.919,163109.869,7116.64,158618.54,0,0,7116.64,0.0
7587,0,166113.088,8,3,11,0,0.866025,-0.5,-0.866025,0.5,165735.18,159380.814,133170.756,182030.606,163301.888,7283.965,158829.123,0,0,7283.965,0.0
7588,0,170043.368,9,3,11,0,0.707107,-0.707107,-0.866025,0.5,166113.088,163429.802,135262.158,182311.118,163497.974,7293.429,162749.939,0,0,7293.429,0.0
7589,0,179019.038,10,3,11,0,0.5,-0.866025,-0.866025,0.5,170043.368,172269.7,142568.648,182586.683,163705.005,7405.75,171613.288,0,0,7405.75,0.0
7590,0,192271.024,11,3,11,0,0.258819,-0.965926,-0.866025,0.5,179019.038,185647.894,155132.594,182867.905,163921.971,7473.602,184797.422,0,0,7473.505,0.097
7591,0,199698.748,12,3,11,0,0.0,-1.0,-0.866025,0.5,192271.024,194317.506,165157.314,183143.869,164143.033,7733.046,191965.702,0,0,7423.294,309.752
7592,0,197224.966,13,3,11,0,-0.258819,-0.965926,-0.866025,0.5,199698.748,194938.918,169457.364,183368.088,164348.637,8844.83,188380.136,0,0,7624.166,1220.664
7593,0,189714.616,14,3,11,0,-0.5,-0.866025,-0.866025,0.5,197224.966,191062.276,170412.386,183463.34,164513.92,9014.448,180700.168,0,0,7374.237,1640.211
7594,0,183525.468,15,3,11,0,-0.707107,-0.707107,-0.866025,0.5,189714.616,187342.356,170721.586,183407.187,164628.815,9221.754,174303.714,0,0,7484.26,1737.494
7595,0,178934.95,16,3,11,0,-0.866025,-0.5,-0.866025,0.5,183525.468,183995.138,170566.532,183248.15,164705.028,9381.567,169553.383,0,0,7632.822,1748.745
7596,0,175562.802,17,3,11,0,-0.965926,-0.258819,-0.866025,0.5,178934.95,181005.098,170084.088,183037.309,164754.84,9115.99,166446.812,0,1,7371.527,1744.463
7597,0,172840.858,18,3,11,0,-1.0,-0.0,-0.866025,0.5,175562.802,178133.216,168777.024,182810.547,164787.452,8842.697,163998.161,0,1,7189.462,1653.235
7598,0,171609.178,19,3,11,0,-0.965926,0.258819,-0.866025,0.5,172840.858,176795.198,166972.258,182590.032,164811.641,8638.782,162970.396,0,1,7166.994,1471.788
7599,0,171634.478,20,3,11,0,-0.866025,0.5,-0.866025,0.5,171609.178,178042.726,166371.036,182373.947,164839.242,8337.37,163297.108,0,1,7377.333,960.037
7600,0,175819.894,21,3,11,0,-0.707107,0.707107,-0.866025,0.5,171634.478,184642.738,168825.796,182106.937,164870.572,7737.916,168081.978,0,1,7585.372,152.544
7601,0,185950.956,22,3,11,0,-0.5,0.866025,-0.866025,0.5,175819.894,197226.726,175959.784,181739.319,164912.203,7615.765,178335.191,0,0,7615.765,0.0
7602,0,187771.254,23,3,11,0,-0.258819,0.965926,-0.866025,0.5,185950.956,200284.032,177629.104,181269.495,164971.675,7862.873,179908.381,0,0,7862.873,0.0
7603,0,184977.352,0,4,11,0,0.0,1.0,-0.866025,0.5,187771.254,198616.498,174642.444,180748.129,165032.045,7916.336,177061.016,0,0,7916.336,0.0
7604,0,180392.598,1,4,11,0,0.258819,0.965926,-0.866025,0.5,184977.352,195426.276,170174.38,180179.831,165093.562,7954.494,172438.104,0,0,7954.494,0.0
7605,0,173575.938,2,4,11,0,0.5,0.866025,-0.866025,0.5,180392.598,189486.29,163641.128,179553.428,165154.385,8122.019,165453.919,0,0,8122.019,0.0
7606,0,164781.8,3,4,11,0,0.707107,0.707107,-0.866025,0.5,173575.938,181249.166,155525.862,178890.497,165213.52,8251.063,156530.737,0,0,8251.063,0.0
7607,0,156610.63,4,4,11,0,0.866025,0.5,-0.866025,0.5,164781.8,174143.738,147804.364,178204.356,165268.615,8236.83,148373.8,0,0,8236.83,0.0
7608,0,150142.048,5,4,11,0,0.965926,0.258819,-0.866025,0.5,156610.63,169223.502,141807.774,177473.81,165321.033,8269.246,141872.802,0,0,8269.246,0.0
7609,0,146786.442,6,4,11,0,1.0,0.0,-0.866025,0.5,150142.048,166339.762,138290.438,176678.75,165370.642,8221.227,138565.215,0,0,8221.227,0.0
7610,0,145457.738,7,4,11,0,0.965926,-0.258819,-0.866025,0.5,146786.442,165735.18,136098.998,175864.028,165421.214,8109.954,137347.784,0,0,8109.954,0.0
7611,0,145756.714,8,4,11,0,0.866025,-0.5,-0.866025,0.5,145457.738,166113.088,135908.624,175019.135,165476.921,8068.167,137688.547,0,0,8068.167,0.0
7612,0,149086.592,9,4,11,0,0.707107,-0.707107,-0.866025,0.5,145756.714,170043.368,138745.99,174170.952,165535.54,8097.694,140988.898,0,0,8097.694,0.0
7613,0,157402.152,10,4,11,0,0.5,-0.866025,-0.866025,0.5,149086.592,179019.038,146044.666,173297.753,165597.091,7879.801,149522.351,0,0,7879.801,0.0
7614,0,170169.54,11,4,11,0,0.258819,-0.965926,-0.866025,0.5,157402.152,192271.024,158097.686,172397.05,165664.695,7555.349,162614.191,0,0,7555.349,0.0
7615,0,178071.008,12,4,11,0,0.0,-1.0,-0.866025,0.5,170169.54,199698.748,167290.828,171476.155,165736.552,7770.092,170300.916,0,0,7473.419,296.673
7616,0,177100.62,13,4,11,0,-0.258819,-0.965926,-0.866025,0.5,178071.008,197224.966,171463.078,170574.999,165800.719,8088.69,169011.93,0,0,6831.053,1257.637
7617,0,172436.746,14,4,11,0,-0.5,-0.866025,-0.866025,0.5,177100.62,189714.616,172142.698,169736.484,165834.276,7213.337,165223.409,0,0,5501.074,1712.263
7618,0,168558.118,15,4,11,0,-0.707107,-0.707107,-0.866025,0.5,172436.746,183525.468,171033.668,169016.573,165836.026,6429.881,162128.237,0,0,4635.337,1794.544
7619,0,165904.28,16,4,11,0,-0.866025,-0.5,-0.866025,0.5,168558.118,178934.95,169380.73,168392.934,165821.291,5966.968,159937.312,0,0,4216.608,1750.36
7620,0,163720.186,17,4,11,0,-0.965926,-0.258819,-0.866025,0.5,165904.28,175562.802,167635.37,167849.989,165800.598,5561.028,158159.158,0,1,3841.011,1720.017
7621,0,161872.494,18,4,11,0,-1.0,-0.0,-0.866025,0.5,163720.186,172840.858,165286.586,167356.547,165777.293,5480.092,156392.402,0,1,3764.915,1715.177
7622,0,160485.262,19,4,11,0,-0.965926,0.258819,-0.866025,0.5,161872.494,171609.178,162455.684,166899.532,165756.971,5233.422,155251.84,0,1,3633.781,1599.641
7623,0,160316.182,20,4,11,0,-0.866025,0.5,-0.866025,0.5,160485.262,171634.478,161528.018,166436.035,165745.243,4517.452,155798.73,0,1,3532.182,985.27
7624,0,162961.908,21,4,11,0,-0.707107,0.707107,-0.866025,0.5,160316.182,175819.894,164133.972,165964.439,165738.029,3444.715,159517.193,0,1,3292.841,151.874
7625,0,171566.0,22,4,11,0,-0.5,0.866025,-0.866025,0.5,162961.908,185950.956,172916.61,165428.69,165731.053,3084.858,168481.142,0,0,3081.668,3.19
7626,0,172189.17,23,4,11,0,-0.258819,0.965926,-0.866025,0.5,171566.0,187771.254,174847.838,164829.317,165723.013,2831.083,169358.087,0,0,2830.238,0.845
7627,0,168668.966,0,5,11,1,0.0,1.0,-0.866025,0.5,172189.17,184977.352,171802.316,164180.063,165707.188,3006.383,165662.583,0,0,3005.582,0.801
7628,0,165056.136,1,5,11,1,0.258819,0.965926,-0.866025,0.5,168668.966,180392.598,168560.836,163500.547,165688.537,2976.492,162079.644,0,0,2975.682,0.81
7629,0,159385.76,2,5,11,1,0.5,0.866025,-0.866025,0.5,165056.136,173575.938,163936.692,162861.528,165667.676,2929.969,156455.791,0,0,2929.134,0.835
7630,0,152360.86,3,5,11,1,0.707107,0.707107,-0.866025,0.5,159385.76,164781.8,157548.108,162270.27,165640.587,3186.364,149174.496,0,0,3185.494,0.87
7631,0,145120.42,4,5,11,1,0.866025,0.5,-0.866025,0.5,152360.86,156610.63,150371.268,161752.731,165609.71,3215.315,141905.105,0,0,3214.458,0.857
7632,0,138829.008,5,5,11,1,0.965926,0.258819,-0.866025,0.5,145120.42,150142.048,144847.114,161273.973,165578.455,3394.731,135434.277,0,0,3393.811,0.92
7633,0,135600.852,6,5,11,1,1.0,0.0,-0.866025,0.5,138829.008,146786.442,142145.89,160802.596,165542.633,3250.571,132350.281,0,0,3249.643,0.928
7634,0,133664.65,7,5,11,1,0.965926,-0.258819,-0.866025,0.5,135600.852,145457.738,141106.058,160336.53,165503.675,3177.104,130487.546,0,0,3176.086,1.018
7635,0,132984.398,8,5,11,1,0.866025,-0.5,-0.866025,0.5,133664.65,145756.714,141064.486,159845.151,165459.381,2876.623,130107.775,0,0,2875.748,0.875
7636,0,134374.454,9,5,11,1,0.707107,-0.707107,-0.866025,0.5,132984.398,149086.592,142603.288,159312.971,165411.285,2797.617,131576.837,0,0,2796.794,0.823
7637,0,138130.466,10,5,11,1,0.5,-0.866025,-0.866025,0.5,134374.454,157402.152,147021.92,158699.965,165362.304,2142.017,135988.449,0,0,2141.017,1.0
7638,0,143875.432,11,5,11,1,0.258819,-0.965926,-0.866025,0.5,138130.466,170169.54,153158.028,157896.978,165309.378,1624.334,142251.098,0,0,1621.819,2.515
7639,0,148927.486,12,5,11,1,0.0,-1.0,-0.866025,0.5,143875.432,178071.008,158276.368,156801.391,165254.125,1543.927,147383.559,0,0,1295.641,248.286
7640,0,152174.418,13,5,11,1,-0.258819,-0.965926,-0.866025,0.5,148927.486,177100.62,160077.678,155587.077,165198.477,2202.243,149972.175,0,0,1134.998,1067.245
7641,0,153698.644,14,5,11,1,-0.5,-0.866025,-0.866025,0.5,152174.418,172436.746,159146.138,154548.485,165151.433,2557.752,151140.892,0,0,1088.417,1469.335
7642,0,154267.094,15,5,11,1,-0.707107,-0.707107,-0.866025,0.5,153698.644,168558.118,157120.086,153767.731,165119.008,2500.165,151766.929,0,0,957.564,1542.601
7643,0,153995.846,16,5,11,1,-0.866025,-0.5,-0.866025,0.5,154267.094,165904.28,154924.342,153172.272,165102.026,2247.473,151748.373,0,0,750.869,1496.604
7644,0,153302.056,17,5,11,1,-0.965926,-0.258819,-0.866025,0.5,153995.846,163720.186,152583.486,152676.087,165096.499,2024.203,151277.853,0,1,625.303,1398.9
7645,0,152591.832,18,5,11,1,-1.0,-0.0,-0.866025,0.5,153302.056,161872.494,150848.31,152241.998,165100.776,1903.276,150688.556,0,1,617.475,1285.801
7646,0,151488.144,19,5,11,1,-0.965926,0.258819,-0.866025,0.5,152591.832,160485.262,149661.078,151855.304,165111.154,1911.074,149577.07,0,1,736.524,1174.55
7647,0,152349.776,20,5,11,1,-0.866025,0.5,-0.866025,0.5,151488.144,160316.182,150901.778,151480.424,165122.03,1670.861,150678.915,0,1,940.736,730.125
7648,0,157099.572,21,5,11,1,-0.707107,0.707107,-0.866025,0.5,152349.776,162961.908,155761.724,151148.491,165130.649,1034.767,156064.805,0,1,922.394,112.373
7649,0,165554.444,22,5,11,1,-0.5,0.866025,-0.866025,0.5,157099.572,171566.0,166079.78,150904.227,165138.612,853.698,164700.746,0,0,852.439,1.259
7650,0,166048.354,23,5,11,1,-0.258819,0.965926,-0.866025,0.5,165554.444,172189.17,168091.822,150653.745,165135.485,1301.661,164746.693,0,0,1300.791,0.87
7651,0,163246.69,0,6,11,1,0.0,1.0,-0.866025,0.5,166048.354,168668.966,166132.084,150397.878,165123.322,1789.993,161456.697,0,0,1789.126,0.867
7652,0,159575.536,1,6,11,1,0.258819,0.965926,-0.866025,0.5,163246.69,165056.136,163161.688,150171.95,165106.147,1648.428,157927.108,0,0,1647.494,0.934
7653,0,154827.144,2,6,11,1,0.5,0.866025,-0.866025,0.5,159575.536,159385.76,158945.154,149943.591,165084.801,1530.38,153296.764,0,0,1529.555,0.825
7654,0,148197.246,3,6,11,1,0.707107,0.707107,-0.866025,0.5,154827.144,152360.86,152782.044,149753.649,165060.289,1674.211,146523.035,0,0,1673.336,0.875
7655,0,141685.214,4,6,11,1,0.866025,0.5,-0.866025,0.5,148197.246,145120.42,146258.02,149580.165,165032.998,1914.789,139770.425,0,0,1913.717,1.072
7656,0,136141.4,5,6,11,1,0.965926,0.258819,-0.866025,0.5,141685.214,138829.008,140700.154,149437.032,165005.779,2429.157,133712.243,0,0,2428.33,0.827
7657,0,132401.742,6,6,11,1,1.0,0.0,-0.866025,0.5,136141.4,135600.852,136565.912,149325.048,164978.644,2797.723,129604.019,0,0,2796.689,1.034
7658,0,130599.83,7,6,11,1,0.965926,-0.258819,-0.866025,0.5,132401.742,133664.65,134208.222,149191.752,164953.857,3238.051,127361.779,0,0,3237.062,0.989
7659,0,129914.688,8,6,11,1,0.866025,-0.5,-0.866025,0.5,130599.83,132984.398,132755.648,149064.051,164932.378,3698.478,126216.21,0,0,3697.714,0.764
7660,0,130786.248,9,6,11,1,0.707107,-0.707107,-0.866025,0.5,129914.688,134374.454,133001.472,148936.146,164915.468,3919.129,126867.119,0,0,3918.123,1.006
7661,0,133492.578,10,6,11,1,0.5,-0.866025,-0.866025,0.5,130786.248,138130.466,134853.014,148786.638,164902.282,3690.371,129802.207,0,0,3689.481,0.89
7662,0,137701.778,11,6,11,1,0.258819,-0.965926,-0.866025,0.5,133492.578,143875.432,138272.532,148593.392,164894.184,3606.952,134094.826,0,0,3604.529,2.423
7663,0,142578.99,12,6,11,1,0.0,-1.0,-0.866025,0.5,137701.778,148927.486,141260.412,148336.157,164890.787,3797.877,138781.113,0,0,3664.062,133.815
7664,0,147947.434,13,6,11,1,-0.258819,-0.965926,-0.866025,0.5,142578.99,152174.418,144935.892,148071.636,164898.636,4008.694,143938.74,0,0,3483.829,524.865
7665,0,152495.702,14,6,11,1,-0.5,-0.866025,-0.866025,0.5,147947.434,153698.644,147603.708,147895.512,164916.561,4424.846,148070.856,0,0,3601.745,823.101
7666,0,154774.888,15,6,11,1,-0.707107,-0.707107,-0.866025,0.5,152495.702,154267.094,149347.848,147845.389,164945.68,4542.421,150232.467,0,0,3528.105,1014.316
7667,0,155490.914,16,6,11,1,-0.866025,-0.5,-0.866025,0.5,154774.888,153995.846,151097.214,147866.547,164977.984,4279.911,151211.003,0,0,3213.089,1066.822
7668,0,156074.398,17,6,11,1,-0.965926,-0.258819,-0.866025,0.5,155490.914,153302.056,152757.908,147928.842,165004.137,4158.044,151916.354,0,1,3135.75,1022.294
7669,0,155995.912,18,6,11,1,-1.0,-0.0,-0.866025,0.5,156074.398,152591.832,153177.06,148044.356,165023.878,4124.744,151871.168,0,1,3191.863,932.881
7670,0,155504.596,19,6,11,1,-0.965926,0.258819,-0.866025,0.5,155995.912,151488.144,153058.208,148186.193,165040.657,3702.899,151801.697,0,1,3064.946,637.953
7671,0,156646.346,20,6,11,1,-0.866025,0.5,-0.866025,0.5,155504.596,152349.776,153622.968,148353.545,165055.219,3658.467,152987.879,0,1,3355.325,303.142
7672,0,162498.446,21,6,11,1,-0.707107,0.707107,-0.866025,0.5,156646.346,157099.572,158026.374,148532.568,165073.215,3345.409,159153.037,0,1,3292.421,52.988
7673,0,170855.716,22,6,11,1,-0.5,0.866025,-0.866025,0.5,162498.446,165554.444,166126.908,148757.522,165099.835,2993.74,167861.976,0,0,2992.93,0.81
7674,0,170996.45,23,6,11,1,-0.258819,0.965926,-0.866025,0.5,170855.716,166048.354,167665.76,148978.408,165127.982,3311.924,167684.526,0,0,3311.161,0.763
7675,0,168026.132,0,0,11,0,0.0,1.0,-0.866025,0.5,170996.45,163246.69,164601.598,149184.579,165147.808,3513.928,164512.204,0,0,3513.04,0.888
7676,0,164112.58,1,0,11,0,0.258819,0.965926,-0.866025,0.5,168026.132,159575.536,160497.332,149383.722,165168.192,3808.392,160304.188,0,0,3807.633,0.759
7677,0,157890.448,2,0,11,0,0.5,0.866025,-0.866025,0.5,164112.58,154827.144,155051.254,149572.766,165189.711,4437.796,153452.652,0,0,4436.867,0.929
7678,0,150818.866,3,0,11,0,0.707107,0.707107,-0.866025,0.5,157890.448,148197.246,148460.598,149700.403,165206.611,4785.518,146033.348,0,0,4784.54,0.978
7679,0,143688.088,4,0,11,0,0.866025,0.5,-0.866025,0.5,150818.866,141685.214,142296.814,149809.637,165220.649,4640.351,139047.737,0,0,4640.351,0.0
7680,0,138770.678,5,0,11,0,0.965926,0.258819,-0.866025,0.5,143688.088,136141.4,137715.482,149893.09,165228.93,4715.457,134055.221,0,0,4714.469,0.988
7681,0,135247.65,6,0,11,0,1.0,0.0,-0.866025,0.5,138770.678,132401.742,135438.322,150002.644,165235.211,5047.953,130199.697,0,0,5047.122,0.831
7682,0,134066.424,7,0,11,0,0.965926,-0.258819,-0.866025,0.5,135247.65,130599.83,134568.91,150121.223,165234.076,5027.872,129038.552,0,0,5027.057,0.815
7683,0,134257.48,8,0,11,0,0.866025,-0.5,-0.866025,0.5,134066.424,129914.688,135594.132,150265.665,165231.085,4801.244,129456.236,0,0,4800.154,1.09
7684,0,137589.732,9,0,11,0,0.707107,-0.707107,-0.866025,0.5,134257.48,130786.248,139704.09,150446.614,165223.129,4144.555,133445.177,0,0,4143.799,0.756
7685,0,145681.238,10,0,11,0,0.5,-0.866025,-0.866025,0.5,137589.732,133492.578,149137.918,150730.093,165210.543,3834.405,141846.833,0,0,3833.315,1.09
7686,0,158500.354,11,0,11,0,0.258819,-0.965926,-0.866025,0.5,145681.238,137701.778,163200.746,151237.954,165189.968,3410.261,155090.093,0,0,3409.4,0.861
7687,0,169365.864,12,0,11,0,0.0,-1.0,-0.866025,0.5,158500.354,142578.99,172979.662,152104.561,165161.989,3279.48,166086.384,0,0,3173.832,105.648
7688,0,173893.582,13,0,11,0,-0.258819,-0.965926,-0.866025,0.5,169365.864,147947.434,174142.538,153220.681,165140.479,3545.37,170348.212,0,0,2784.113,761.257
7689,0,174282.222,14,0,11,0,-0.5,-0.866025,-0.866025,0.5,173893.582,152495.702,172306.804,154301.77,165138.997,3410.543,170871.679,0,0,2294.509,1116.034
7690,0,173866.858,15,0,11,0,-0.707107,-0.707107,-0.866025,0.5,174282.222,154774.888,170215.508,155209.542,165150.755,3361.946,170504.912,0,0,1957.822,1404.124
7691,0,172281.832,16,0,11,0,-0.866025,-0.5,-0.866025,0.5,173866.858,155490.914,168613.226,156005.041,165172.489,3338.151,168943.681,0,0,1793.986,1544.165
7692,0,170606.994,17,0,11,0,-0.965926,-0.258819,-0.866025,0.5,172281.832,156074.398,167101.822,156704.662,165194.326,3472.01,167134.984,0,1,1849.833,1622.177
7693,0,169694.76,18,0,11,0,-1.0,-0.0,-0.866025,0.5,170606.994,155995.912,165752.468,157310.187,165215.19,3465.441,166229.319,0,1,1878.567,1586.874
7694,0,169039.466,19,0,11,0,-0.965926,0.258819,-0.866025,0.5,169694.76,155504.596,164930.098,157880.972,165238.656,3336.521,165702.945,0,1,1854.03,1482.491
7695,0,170567.482,20,0,11,0,-0.866025,0.5,-0.866025,0.5,169039.466,156646.346,165753.376,158444.925,165263.117,2707.756,167859.726,0,1,1753.037,954.719
7696,0,176155.75,21,0,11,0,-0.707107,0.707107,-0.866025,0.5,170567.482,162498.446,170002.538,159024.973,165291.772,1795.458,174360.292,0,1,1658.958,136.5
7697,0,187535.994,22,0,11,0,-0.5,0.866025,-0.866025,0.5,176155.75,170855.716,181250.678,159594.027,165328.399,1714.119,185821.875,0,0,1711.485,2.634
7698,0,189393.148,23,0,11,0,-0.258819,0.965926,-0.866025,0.5,187535.994,170996.45,184383.428,160289.038,165365.811,1591.064,187802.084,0,0,1590.336,0.728
7699,0,186512.672,0,1,11,0,0.0,1.0,-0.866025,0.5,189393.148,168026.132,182017.878,161055.568,165395.631,1593.006,184919.666,0,0,1592.191,0.815
7700,0,182576.316,1,1,11,0,0.258819,0.965926,-0.866025,0.5,186512.672,164112.58,178157.876,161825.84,165422.386,1697.859,180878.457,0,0,1697.075,0.784
7701,0,176584.02,2,1,11,0,0.5,0.866025,-0.866025,0.5,182576.316,157890.448,171874.33,162595.162,165448.686,1769.706,174814.314,0,0,1768.775,0.931
7702,0,168394.488,3,1,11,0,0.707107,0.707107,-0.866025,0.5,176584.02,150818.866,163599.69,163374.061,165476.72,1762.289,166632.199,0,0,1761.376,0.913
7703,0,160318.848,4,1,11,0,0.866025,0.5,-0.866025,0.5,168394.488,143688.088,156097.188,164106.379,165505.26,1729.739,158589.109,0,0,1728.848,0.891
7704,0,154945.33,5,1,11,0,0.965926,0.258819,-0.866025,0.5,160318.848,138770.678,150832.532,164799.327,165530.389,1667.597,153277.733,0,0,1666.892,0.705
7705,0,152035.946,6,1,11,0,1.0,0.0,-0.866025,0.5,154945.33,135247.65,147840.528,165473.271,165554.87,1650.014,150385.932,0,0,1649.187,0.827
7706,0,150800.298,7,1,11,0,0.965926,-0.258819,-0.866025,0.5,152035.946,134066.424,146935.444,166172.783,165579.843,1614.579,149185.719,0,0,1613.84,0.739
7707,0,151280.664,8,1,11,0,0.866025,-0.5,-0.866025,0.5,150800.298,134257.48,147657.056,166870.028,165602.848,1800.527,149480.137,0,0,1799.683,0.844
7708,0,154919.794,9,1,11,0,0.707107,-0.707107,-0.866025,0.5,151280.664,137589.732,151480.806,167579.327,165624.417,1903.982,153015.812,0,0,1903.259,0.723
7709,0,163787.824,10,1,11,0,0.5,-0.866025,-0.866025,0.5,154919.794,145681.238,160073.098,168301.413,165644.887,1996.674,161791.15,0,0,1995.903,0.771
7710,0,176983.174,11,1,11,0,0.258819,-0.965926,-0.866025,0.5,163787.824,158500.354,173670.426,169055.854,165666.999,2627.657,174355.517,0,0,2625.727,1.93
7711,0,186493.842,12,1,11,0,0.0,-1.0,-0.866025,0.5,176983.174,169365.864,182983.258,169825.972,165686.717,3517.578,182976.264,0,0,3284.437,233.141
7712,0,187056.094,13,1,11,0,-0.258819,-0.965926,-0.866025,0.5,186493.842,173893.582,184222.354,170539.638,165707.614,4640.808,182415.286,0,0,3542.2,1098.608
7713,0,183430.198,14,1,11,0,-0.5,-0.866025,-0.866025,0.5,187056.094,174282.222,182279.844,171088.076,165724.481,5383.28,178046.918,0,0,3755.032,1628.248
7714,0,180339.652,15,1,11,0,-0.707107,-0.707107,-0.866025,0.5,183430.198,173866.858,180169.346,171469.241,165731.329,5523.083,174816.569,0,0,3852.744,1670.339
7715,0,177993.062,16,1,11,0,-0.866025,-0.5,-0.866025,0.5,180339.652,172281.832,179800.68,171738.941,165732.342,5555.854,172437.208,0,0,3913.514,1642.34
