time_idx,group_id,target,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_mean_168,total_renewable_mw,net_load,high_demand_flag,peak_hour_flag,wind_generation_mw,solar_generation_mw
32952,0,134695.116,5,3,10,0,0.965926,0.258819,-1.0,-0.0,138508.006,135456.968,145159.054,156538.638,155950.151,3320.367,131374.749,0,0,3320.367,0.0
32953,0,132705.944,6,3,10,0,1.0,0.0,-1.0,-0.0,134695.116,133377.948,140482.602,156506.894,155887.866,3440.389,129265.555,0,0,3440.389,0.0
32954,0,131572.078,7,3,10,0,0.965926,-0.258819,-1.0,-0.0,132705.944,133323.046,138273.266,156478.894,155841.577,3250.253,128321.825,0,0,3250.253,0.0
32955,0,134182.986,8,3,10,0,0.866025,-0.5,-1.0,-0.0,131572.078,136174.486,138442.76,156405.937,155801.688,2306.665,131876.321,0,0,2306.665,0.0
32956,0,141328.124,9,3,10,0,0.707107,-0.707107,-1.0,-0.0,134182.986,144189.312,144685.27,156322.958,155776.333,2301.61,139026.514,0,0,2301.61,0.0
32957,0,154277.886,10,3,10,0,0.5,-0.866025,-1.0,-0.0,141328.124,158045.818,157391.212,156203.741,155756.35,2089.325,152188.561,0,0,2089.325,0.0
32958,0,163595.902,11,3,10,0,0.258819,-0.965926,-1.0,-0.0,154277.886,167411.516,165662.208,156046.744,155737.818,1735.932,161859.97,0,0,1680.22,55.712
32959,0,165804.64,12,3,10,0,0.0,-1.0,-1.0,-0.0,163595.902,168206.754,169106.446,155887.76,155725.519,2476.516,163328.124,0,0,1742.084,734.432
32960,0,165091.534,13,3,10,0,-0.258819,-0.965926,-1.0,-0.0,165804.64,164800.786,172026.906,155787.672,155705.865,3476.049,161615.485,0,0,1415.71,2060.339
32961,0,164275.93,14,3,10,0,-0.5,-0.866025,-1.0,-0.0,165091.534,163224.326,175733.934,155799.787,155664.583,3973.811,160302.119,0,0,900.781,3073.03
32962,0,163258.866,15,3,10,0,-0.707107,-0.707107,-1.0,-0.0,164275.93,161289.134,180252.094,155843.604,155596.381,4278.383,158980.483,0,0,633.911,3644.472
32963,0,162981.42,16,3,10,0,-0.866025,-0.5,-1.0,-0.0,163258.866,160685.74,185194.738,155925.676,155495.23,4542.266,158439.154,0,0,620.775,3921.491
32964,0,163857.652,17,3,10,0,-0.965926,-0.258819,-1.0,-0.0,162981.42,161396.03,189644.526,156021.329,155363.008,4855.567,159002.085,0,1,883.388,3972.179
32965,0,163818.808,18,3,10,0,-1.0,-0.0,-1.0,-0.0,163857.652,161895.192,192575.388,156123.897,155209.515,5626.39,158192.418,0,1,1468.803,4157.587
32966,0,164994.45,19,3,10,0,-0.965926,0.258819,-1.0,-0.0,163818.808,162919.574,194848.446,156204.047,155038.345,6144.513,158849.937,0,1,1898.1,4246.413
32967,0,168084.45,20,3,10,0,-0.866025,0.5,-1.0,-0.0,164994.45,165446.262,197109.798,156290.5,154860.642,6059.603,162024.847,0,1,2359.404,3700.199
32968,0,170271.932,21,3,10,0,-0.707107,0.707107,-1.0,-0.0,168084.45,167611.366,197040.932,156400.425,154687.873,4785.864,165486.068,0,1,2981.313,1804.551
32969,0,171409.504,22,3,10,0,-0.5,0.866025,-1.0,-0.0,170271.932,169477.006,194784.302,156511.282,154528.533,3414.261,167995.243,0,0,3232.307,181.954
32970,0,173659.9,23,3,10,0,-0.258819,0.965926,-1.0,-0.0,171409.504,172552.38,194436.56,156591.803,154389.398,3722.771,169937.129,0,0,3722.771,0.0
32971,0,169808.164,0,4,10,0,0.0,1.0,-1.0,-0.0,173659.9,169184.916,189636.116,156637.949,154265.727,4509.493,165298.671,0,0,4509.493,0.0
32972,0,162972.594,1,4,10,0,0.258819,0.965926,-1.0,-0.0,169808.164,163097.814,181327.244,156663.918,154147.703,4699.868,158272.726,0,0,4699.868,0.0
32973,0,153420.472,2,4,10,0,0.5,0.866025,-1.0,-0.0,162972.594,153965.382,170319.8,156658.701,154038.45,4940.417,148480.055,0,0,4940.417,0.0
32974,0,144670.552,3,4,10,0,0.707107,0.707107,-1.0,-0.0,153420.472,144687.544,159037.702,156635.996,153937.858,5191.698,139478.854,0,0,5191.698,0.0
32975,0,137921.562,4,4,10,0,0.866025,0.5,-1.0,-0.0,144670.552,138508.006,149915.894,156635.288,153852.34,5354.397,132567.165,0,0,5354.397,0.0
32976,0,133485.652,5,4,10,0,0.965926,0.258819,-1.0,-0.0,137921.562,134695.116,144093.236,156610.853,153780.945,5397.629,128088.023,0,0,5397.629,0.0
32977,0,131241.842,6,4,10,0,1.0,0.0,-1.0,-0.0,133485.652,132705.944,140471.12,156560.458,153717.804,5282.205,125959.637,0,0,5282.205,0.0
32978,0,130602.832,7,4,10,0,0.965926,-0.258819,-1.0,-0.0,131241.842,131572.078,138400.318,156499.454,153662.868,5062.332,125540.5,0,0,5062.332,0.0
32979,0,132608.82,8,4,10,0,0.866025,-0.5,-1.0,-0.0,130602.832,134182.986,140137.192,156459.069,153616.455,5242.1,127366.72,0,0,5242.1,0.0
32980,0,139559.614,9,4,10,0,0.707107,-0.707107,-1.0,-0.0,132608.82,141328.124,145710.706,156393.479,153571.643,5264.642,134294.972,0,0,5264.642,0.0
32981,0,151730.72,10,4,10,0,0.5,-0.866025,-1.0,-0.0,139559.614,154277.886,157427.85,156319.791,153535.029,5337.475,146393.245,0,0,5337.475,0.0
32982,0,160576.124,11,4,10,0,0.258819,-0.965926,-1.0,-0.0,151730.72,163595.902,166390.364,156213.659,153501.118,5397.136,155178.988,0,0,5256.393,140.743
32983,0,162604.632,12,4,10,0,0.0,-1.0,-1.0,-0.0,160576.124,165804.64,170959.748,156087.835,153466.509,7032.343,155572.289,0,0,5298.934,1733.409
32984,0,161344.518,13,4,10,0,-0.258819,-0.965926,-1.0,-0.0,162604.632,165091.534,174517.528,155954.501,153416.776,8710.597,152633.921,0,0,4939.003,3771.594
32985,0,161137.028,14,4,10,0,-0.5,-0.866025,-1.0,-0.0,161344.518,164275.93,176947.464,155798.375,153338.366,8953.976,152183.052,0,0,4586.359,4367.617
32986,0,160436.146,15,4,10,0,-0.707107,-0.707107,-1.0,-0.0,161137.028,163258.866,179547.586,155667.588,153244.256,8808.357,151627.789,0,0,4407.54,4400.817
32987,0,160910.77,16,4,10,0,-0.866025,-0.5,-1.0,-0.0,160436.146,162981.42,182488.602,155549.975,153130.497,9035.877,151874.893,0,0,4658.112,4377.765
32988,0,161199.632,17,4,10,0,-0.965926,-0.258819,-1.0,-0.0,160910.77,163857.652,185388.82,155463.697,153002.058,8500.988,152698.644,0,1,4049.373,4451.615
32989,0,161815.798,18,4,10,0,-1.0,-0.0,-1.0,-0.0,161199.632,163818.808,186700.286,155352.947,152858.074,7648.621,154167.177,0,1,3214.588,4434.033
32990,0,162903.81,19,4,10,0,-0.965926,0.258819,-1.0,-0.0,161815.798,164994.45,187376.84,155269.488,152709.953,7152.676,155751.134,0,1,2928.394,4224.282
32991,0,164952.42,20,4,10,0,-0.866025,0.5,-1.0,-0.0,162903.81,168084.45,188038.328,155182.378,152564.28,6784.503,158167.917,0,1,3214.256,3570.247
32992,0,166310.994,21,4,10,0,-0.707107,0.707107,-1.0,-0.0,164952.42,170271.932,187115.906,155051.877,152426.864,4894.883,161416.111,0,1,3307.049,1587.834
32993,0,166094.526,22,4,10,0,-0.5,0.866025,-1.0,-0.0,166310.994,171409.504,184203.382,154886.838,152303.025,3702.528,162391.998,0,0,3585.462,117.066
32994,0,167074.734,23,4,10,0,-0.258819,0.965926,-1.0,-0.0,166094.526,173659.9,182942.432,154665.38,152195.234,3615.026,163459.708,0,0,3615.026,0.0
32995,0,163193.392,0,5,10,1,0.0,1.0,-1.0,-0.0,167074.734,169808.164,177984.226,154390.998,152100.783,3968.132,159225.26,0,0,3968.132,0.0
32996,0,158244.46,1,5,10,1,0.258819,0.965926,-1.0,-0.0,163193.392,162972.594,171019.71,154115.383,152012.743,4444.208,153800.252,0,0,4444.208,0.0
32997,0,151163.386,2,5,10,1,0.5,0.866025,-1.0,-0.0,158244.46,153420.472,162299.838,153918.377,151936.7,4269.898,146893.488,0,0,4269.898,0.0
32998,0,143468.368,3,5,10,1,0.707107,0.707107,-1.0,-0.0,151163.386,144670.552,152507.354,153824.332,151870.411,4241.89,139226.478,0,0,4241.89,0.0
32999,0,137041.484,4,5,10,1,0.866025,0.5,-1.0,-0.0,143468.368,137921.562,144256.528,153774.241,151816.608,3537.163,133504.321,0,0,3537.163,0.0
33000,0,132505.726,5,5,10,1,0.965926,0.258819,-1.0,-0.0,137041.484,133485.652,138641.432,153737.571,151773.661,3369.223,129136.503,0,0,3369.223,0.0
33001,0,129530.318,6,5,10,1,1.0,0.0,-1.0,-0.0,132505.726,131241.842,134295.222,153696.741,151737.139,3311.883,126218.435,0,0,3311.883,0.0
33002,0,128475.956,7,5,10,1,0.965926,-0.258819,-1.0,-0.0,129530.318,130602.832,131735.05,153625.427,151708.776,3152.084,125323.872,0,0,3152.084,0.0
33003,0,128330.228,8,5,10,1,0.866025,-0.5,-1.0,-0.0,128475.956,132608.82,131408.876,153536.807,151689.377,2958.612,125371.616,0,0,2958.612,0.0
33004,0,130173.524,9,5,10,1,0.707107,-0.707107,-1.0,-0.0,128330.228,139559.614,132571.484,153358.533,151671.052,2932.565,127240.959,0,0,2932.565,0.0
33005,0,135043.116,10,5,10,1,0.5,-0.866025,-1.0,-0.0,130173.524,151730.72,136842.566,152967.446,151656.778,3408.81,131634.306,0,0,3408.81,0.0
33006,0,140695.84,11,5,10,1,0.258819,-0.965926,-1.0,-0.0,135043.116,160576.124,141646.474,152272.129,151646.067,3473.53,137222.31,0,0,3436.906,36.624
33007,0,146524.06,12,5,10,1,0.0,-1.0,-1.0,-0.0,140695.84,162604.632,147442.568,151443.784,151640.409,3699.55,142824.51,0,0,3461.475,238.075
33008,0,152357.936,13,5,10,1,-0.258819,-0.965926,-1.0,-0.0,146524.06,161344.518,152110.264,150773.76,151634.941,4046.026,148311.91,0,0,3691.023,355.003
33009,0,156550.268,14,5,10,1,-0.5,-0.866025,-1.0,-0.0,152357.936,161137.028,154081.3,150399.319,151636.416,4790.353,151759.915,0,0,4294.83,495.523
33010,0,158523.71,15,5,10,1,-0.707107,-0.707107,-1.0,-0.0,156550.268,160436.146,154502.688,150208.204,151651.112,5655.124,152868.586,0,0,4871.707,783.417
33011,0,158856.302,16,5,10,1,-0.866025,-0.5,-1.0,-0.0,158523.71,160910.77,153229.878,150128.519,151675.047,6007.744,152848.558,0,0,5233.93,773.814
33012,0,158540.034,17,5,10,1,-0.965926,-0.258819,-1.0,-0.0,158856.302,161199.632,150626.546,150042.916,151708.537,6019.029,152521.005,0,1,5421.696,597.333
33013,0,156884.47,18,5,10,1,-1.0,-0.0,-1.0,-0.0,158540.034,161815.798,148975.622,149932.1,151755.641,6661.578,150222.892,0,1,6011.294,650.284
33014,0,155757.002,19,5,10,1,-0.965926,0.258819,-1.0,-0.0,156884.47,162903.81,148368.988,149726.628,151802.718,6598.101,149158.901,0,1,6083.753,514.348
33015,0,156204.934,20,5,10,1,-0.866025,0.5,-1.0,-0.0,155757.002,164952.42,148970.78,149428.844,151846.694,6791.051,149413.883,0,1,6409.154,381.897
33016,0,157260.71,21,5,10,1,-0.707107,0.707107,-1.0,-0.0,156204.934,166310.994,150251.616,149064.365,151889.754,6709.52,150551.19,0,1,6514.515,195.005
33017,0,158995.968,22,5,10,1,-0.5,0.866025,-1.0,-0.0,157260.71,166094.526,151750.66,148687.27,151931.475,6177.73,152818.238,0,0,6167.109,10.621
33018,0,159631.76,23,5,10,1,-0.258819,0.965926,-1.0,-0.0,158995.968,167074.734,154694.912,148391.497,151974.602,5390.939,154240.821,0,0,5390.939,0.0
33019,0,156883.664,0,6,10,1,0.0,1.0,-1.0,-0.0,159631.76,163193.392,152880.33,148081.373,152003.988,5010.008,151873.656,0,0,5010.008,0.0
33020,0,152528.44,1,6,10,1,0.258819,0.965926,-1.0,-0.0,156883.664,158244.46,148435.07,147818.468,152027.817,4606.581,147921.859,0,0,4606.581,0.0
33021,0,146865.306,2,6,10,1,0.5,0.866025,-1.0,-0.0,152528.44,151163.386,142741.84,147580.3,152052.183,4730.341,142134.965,0,0,4730.341,0.0
33022,0,139918.198,3,6,10,1,0.707107,0.707107,-1.0,-0.0,146865.306,143468.368,136075.91,147401.213,152076.727,4900.084,135018.114,0,0,4900.084,0.0
33023,0,133666.19,4,6,10,1,0.866025,0.5,-1.0,-0.0,139918.198,137041.484,130478.394,147253.29,152099.598,4559.301,129106.889,0,0,4559.301,0.0
33024,0,129822.862,5,6,10,1,0.965926,0.258819,-1.0,-0.0,133666.19,132505.726,126367.198,147112.652,152118.573,4469.085,125353.777,0,0,4469.085,0.0
33025,0,126989.814,6,6,10,1,1.0,0.0,-1.0,-0.0,129822.862,129530.318,124220.848,147000.866,152139.142,4170.231,122819.583,0,0,4170.231,0.0
33026,0,125850.808,7,6,10,1,0.965926,-0.258819,-1.0,-0.0,126989.814,128475.956,122674.182,146895.012,152155.624,4172.155,121678.653,0,0,4172.155,0.0
33027,0,125880.366,8,6,10,1,0.866025,-0.5,-1.0,-0.0,125850.808,128330.228,122792.314,146785.631,152174.533,4152.161,121728.205,0,0,4152.161,0.0
33028,0,127470.996,9,6,10,1,0.707107,-0.707107,-1.0,-0.0,125880.366,130173.524,124474.046,146683.553,152192.914,4253.55,123217.446,0,0,4253.55,0.0
33029,0,131500.09,10,6,10,1,0.5,-0.866025,-1.0,-0.0,127470.996,135043.116,128447.514,146570.948,152210.753,4172.757,127327.333,0,0,4172.757,0.0
33030,0,136706.074,11,6,10,1,0.258819,-0.965926,-1.0,-0.0,131500.09,140695.84,133028.356,146423.322,152228.923,4192.955,132513.119,0,0,4139.575,53.38
33031,0,140751.906,12,6,10,1,0.0,-1.0,-1.0,-0.0,136706.074,146524.06,137545.842,146257.082,152250.814,4819.417,135932.489,0,0,3932.53,886.887
33032,0,142573.222,13,6,10,1,-0.258819,-0.965926,-1.0,-0.0,140751.906,152357.936,139684.772,146016.575,152269.898,6071.832,136501.39,0,0,3781.465,2290.367
33033,0,142702.478,14,6,10,1,-0.5,-0.866025,-1.0,-0.0,142573.222,156550.268,140020.526,145608.879,152287.091,7069.068,135633.41,0,0,4117.092,2951.976
33034,0,143213.952,15,6,10,1,-0.707107,-0.707107,-1.0,-0.0,142702.478,158523.71,141522.604,145031.888,152303.055,7682.37,135531.582,0,0,4425.552,3256.818
33035,0,144299.808,16,6,10,1,-0.866025,-0.5,-1.0,-0.0,143213.952,158856.302,142150.66,144393.981,152313.123,7652.366,136647.442,0,0,4477.154,3175.212
33036,0,144611.12,17,6,10,1,-0.965926,-0.258819,-1.0,-0.0,144299.808,158540.034,142285.768,143787.461,152325.915,7528.534,137082.586,0,1,4618.359,2910.175
33037,0,144338.788,18,6,10,1,-1.0,-0.0,-1.0,-0.0,144611.12,156884.47,141943.938,143207.089,152339.757,7638.947,136699.841,0,1,4926.111,2712.836
33038,0,144683.05,19,6,10,1,-0.965926,0.258819,-1.0,-0.0,144338.788,155757.002,142581.984,142684.352,152354.012,7591.722,137091.328,0,1,5303.286,2288.436
33039,0,147583.138,20,6,10,1,-0.866025,0.5,-1.0,-0.0,144683.05,156204.934,145790.33,142222.938,152366.518,7258.711,140324.427,0,1,5356.667,1902.044
33040,0,152087.558,21,6,10,1,-0.707107,0.707107,-1.0,-0.0,147583.138,157260.71,149878.41,141863.696,152377.19,6034.002,146053.556,0,1,4977.516,1056.486
33041,0,157229.182,22,6,10,1,-0.5,0.866025,-1.0,-0.0,152087.558,158995.968,153791.56,141648.148,152390.339,4341.824,152887.358,0,0,4251.694,90.13
33042,0,161671.834,23,6,10,1,-0.258819,0.965926,-1.0,-0.0,157229.182,159631.76,158682.398,141574.532,152410.801,3564.014,158107.82,0,0,3564.014,0.0
33043,0,160396.026,0,0,10,0,0.0,1.0,-1.0,-0.0,161671.834,156883.664,157349.912,141659.535,152428.596,3992.829,156403.197,0,0,3992.829,0.0
33044,0,155087.088,1,0,10,0,0.258819,0.965926,-1.0,-0.0,160396.026,152528.44,151988.588,141805.884,152446.727,4589.091,150497.997,0,0,4589.091,0.0
33045,0,148091.638,2,0,10,0,0.5,0.866025,-1.0,-0.0,155087.088,146865.306,145659.594,141912.494,152465.171,4807.506,143284.132,0,0,4807.506,0.0
33046,0,141476.706,3,0,10,0,0.707107,0.707107,-1.0,-0.0,148091.638,139918.198,139158.736,141963.591,152479.647,4672.841,136803.865,0,0,4672.841,0.0
33047,0,136227.636,4,0,10,0,0.866025,0.5,-1.0,-0.0,141476.706,133666.19,133965.476,142028.529,152493.444,4460.909,131766.727,0,0,4460.909,0.0
33048,0,133643.468,5,0,10,0,0.965926,0.258819,-1.0,-0.0,136227.636,129822.862,130818.282,142135.256,152506.91,4233.511,129409.957,0,0,4233.511,0.0
33049,0,132334.072,6,0,10,0,1.0,0.0,-1.0,-0.0,133643.468,126989.814,129505.662,142294.448,152523.726,3790.205,128543.867,0,0,3790.205,0.0
33050,0,132570.858,7,0,10,0,0.965926,-0.258819,-1.0,-0.0,132334.072,125850.808,129531.052,142517.125,152540.562,3541.484,129029.374,0,0,3541.484,0.0
33051,0,135507.988,8,0,10,0,0.866025,-0.5,-1.0,-0.0,132570.858,125880.366,132605.65,142797.127,152558.656,3669.199,131838.789,0,0,3669.199,0.0
33052,0,144411.964,9,0,10,0,0.707107,-0.707107,-1.0,-0.0,135507.988,127470.996,140535.87,143198.278,152575.932,3661.349,140750.615,0,0,3661.349,0.0
33053,0,158451.57,10,0,10,0,0.5,-0.866025,-1.0,-0.0,144411.964,131500.09,152709.576,143904.152,152599.004,3727.277,154724.293,0,0,3727.277,0.0
33054,0,168502.752,11,0,10,0,0.258819,-0.965926,-1.0,-0.0,158451.57,136706.074,162479.632,145027.13,152633.183,3799.313,164703.439,0,0,3694.52,104.793
33055,0,169869.448,12,0,10,0,0.0,-1.0,-1.0,-0.0,168502.752,140751.906,165381.36,146351.992,152669.034,4283.282,165586.166,0,0,3139.047,1144.235
33056,0,168331.704,13,0,10,0,-0.258819,-0.965926,-1.0,-0.0,169869.448,142573.222,164346.784,147565.223,152695.749,5330.801,163000.903,0,0,2654.65,2676.151
33057,0,166707.27,14,0,10,0,-0.5,-0.866025,-1.0,-0.0,168331.704,142702.478,162868.034,148638.493,152719.469,5623.026,161084.244,0,0,2165.531,3457.495
33058,0,165594.186,15,0,10,0,-0.707107,-0.707107,-1.0,-0.0,166707.27,143213.952,161793.62,149638.692,152742.322,5415.58,160178.606,0,0,1956.848,3458.732
33059,0,165425.852,16,0,10,0,-0.866025,-0.5,-1.0,-0.0,165594.186,144299.808,160774.768,150571.202,152764.944,4903.723,160522.129,0,0,1804.817,3098.906
33060,0,165611.618,17,0,10,0,-0.965926,-0.258819,-1.0,-0.0,165425.852,144611.12,161071.722,151451.454,152792.629,4716.609,160895.009,0,1,1741.674,2974.935
33061,0,164706.728,18,0,10,0,-1.0,-0.0,-1.0,-0.0,165611.618,144338.788,160703.968,152326.475,152819.652,4513.735,160192.993,0,1,1846.06,2667.675
33062,0,163884.342,19,0,10,0,-0.965926,0.258819,-1.0,-0.0,164706.728,144683.05,160688.364,153175.139,152843.478,3861.984,160022.358,0,1,1748.54,2113.444
33063,0,165629.25,20,0,10,0,-0.866025,0.5,-1.0,-0.0,163884.342,147583.138,162612.364,153975.193,152862.502,3274.459,162354.791,0,1,1680.234,1594.225
33064,0,168786.672,21,0,10,0,-0.707107,0.707107,-1.0,-0.0,165629.25,152087.558,166009.472,154727.114,152880.459,2512.43,166274.242,0,1,1664.601,847.829
33065,0,172898.2,22,0,10,0,-0.5,0.866025,-1.0,-0.0,168786.672,157229.182,169200.762,155422.911,152896.99,1681.572,171216.628,0,0,1587.753,93.819
33066,0,175570.7,23,0,10,0,-0.258819,0.965926,-1.0,-0.0,172898.2,161671.834,172298.526,156075.786,152918.999,1488.933,174081.767,0,0,1488.933,0.0
33067,0,171842.538,0,1,10,0,0.0,1.0,-1.0,-0.0,175570.7,160396.026,169491.302,156654.906,152938.476,1380.498,170462.04,0,0,1380.498,0.0
33068,0,164732.858,1,1,10,0,0.258819,0.965926,-1.0,-0.0,171842.538,155087.088,162749.054,157131.844,152952.472,1265.364,163467.494,0,0,1265.364,0.0
33069,0,155620.126,2,1,10,0,0.5,0.866025,-1.0,-0.0,164732.858,148091.638,153985.12,157533.751,152964.28,1108.483,154511.643,0,0,1108.483,0.0
33070,0,147644.26,3,1,10,0,0.707107,0.707107,-1.0,-0.0,155620.126,141476.706,146153.142,157847.438,152974.012,938.269,146705.991,0,0,938.269,0.0
33071,0,141453.79,4,1,10,0,0.866025,0.5,-1.0,-0.0,147644.26,136227.636,139754.226,158104.419,152982.888,880.764,140573.026,0,0,880.764,0.0
33072,0,137571.632,5,1,10,0,0.965926,0.258819,-1.0,-0.0,141453.79,133643.468,136074.826,158322.176,152993.004,763.618,136808.014,0,0,763.618,0.0
33073,0,135662.194,6,1,10,0,1.0,0.0,-1.0,-0.0,137571.632,132334.072,134103.994,158485.849,153001.914,590.759,135071.435,0,0,590.759,0.0
33074,0,135090.804,7,1,10,0,0.965926,-0.258819,-1.0,-0.0,135662.194,132570.858,134034.216,158624.521,153011.189,542.126,134548.678,0,0,542.126,0.0
33075,0,137760.756,8,1,10,0,0.866025,-0.5,-1.0,-0.0,135090.804,135507.988,136523.776,158729.519,153017.478,578.257,137182.499,0,0,578.257,0.0
33076,0,145719.312,9,1,10,0,0.707107,-0.707107,-1.0,-0.0,137760.756,144411.964,144934.136,158823.384,153024.841,692.68,145026.632,0,0,692.68,0.0
33077,0,159417.96,10,1,10,0,0.5,-0.866025,-1.0,-0.0,145719.312,158451.57,158751.792,158877.857,153029.515,760.8,158657.16,0,0,760.8,0.0
33078,0,168595.95,11,1,10,0,0.258819,-0.965926,-1.0,-0.0,159417.96,168502.752,167969.246,158918.123,153033.48,1067.953,167527.997,0,0,952.249,115.704
33079,0,169114.254,12,1,10,0,0.0,-1.0,-1.0,-0.0,168595.95,169869.448,169542.952,158922.006,153037.21,2437.189,166677.065,0,0,1102.046,1335.143
33080,0,166933.512,13,1,10,0,-0.258819,-0.965926,-1.0,-0.0,169114.254,168331.704,166923.364,158890.54,153034.659,3938.224,162995.288,0,0,1067.144,2871.08
33081,0,165597.398,14,1,10,0,-0.5,-0.866025,-1.0,-0.0,166933.512,166707.27,163219.17,158832.282,153034.719,4115.689,161481.709,0,0,958.25,3157.439
33082,0,164452.104,15,1,10,0,-0.707107,-0.707107,-1.0,-0.0,165597.398,165594.186,161861.356,158786.037,153048.875,4072.464,160379.64,0,0,1003.554,3068.91
33083,0,164999.55,16,1,10,0,-0.866025,-0.5,-1.0,-0.0,164452.104,165425.852,161007.422,158738.45,153064.296,4136.581,160862.969,0,0,1114.742,3021.839
33084,0,165429.97,17,1,10,0,-0.965926,-0.258819,-1.0,-0.0,164999.55,165611.618,161221.786,158720.688,153088.059,3525.588,161904.382,0,1,1074.248,2451.34
33085,0,164541.196,18,1,10,0,-1.0,-0.0,-1.0,-0.0,165429.97,164706.728,161183.006,158713.119,153113.108,2927.441,161613.755,0,1,992.883,1934.558
33086,0,163504.74,19,1,10,0,-0.965926,0.258819,-1.0,-0.0,164541.196,163884.342,161177.426,158706.222,153133.097,2455.488,161049.252,0,1,800.548,1654.94
33087,0,164756.92,20,1,10,0,-0.866025,0.5,-1.0,-0.0,163504.74,165629.25,162797.218,158690.405,153146.95,2016.84,162740.08,0,1,609.854,1406.986
33088,0,167393.808,21,1,10,0,-0.707107,0.707107,-1.0,-0.0,164756.92,168786.672,165422.848,158654.058,153158.615,1299.2,166094.608,0,1,556.719,742.481
33089,0,171110.706,22,1,10,0,-0.5,0.866025,-1.0,-0.0,167393.808,172898.2,168418.388,158596.022,153170.347,597.734,170512.972,0,0,517.469,80.265
33090,0,174041.966,23,1,10,0,-0.258819,0.965926,-1.0,-0.0,171110.706,175570.7,171918.226,158521.543,153186.372,543.892,173498.074,0,0,543.892,0.0
33091,0,171430.792,0,2,10,0,0.0,1.0,-1.0,-0.0,174041.966,171842.538,169334.544,158457.846,153199.014,701.032,170729.76,0,0,701.032,0.0
33092,0,164760.552,1,2,10,0,0.258819,0.965926,-1.0,-0.0,171430.792,164732.858,162407.986,158440.69,153211.491,1089.03,163671.522,0,0,1089.03,0.0
33093,0,156227.474,2,2,10,0,0.5,0.866025,-1.0,-0.0,164760.552,155620.126,153436.126,158441.844,153225.495,1630.838,154596.636,0,0,1630.838,0.0
33094,0,148002.034,3,2,10,0,0.707107,0.707107,-1.0,-0.0,156227.474,147644.26,144646.888,158467.15,153242.11,2336.376,145665.658,0,0,2336.376,0.0
33095,0,141964.14,4,2,10,0,0.866025,0.5,-1.0,-0.0,148002.034,141453.79,138942.554,158482.057,153262.081,2898.029,139066.111,0,0,2898.029,0.0
33096,0,138072.638,5,2,10,0,0.965926,0.258819,-1.0,-0.0,141964.14,137571.632,135456.968,158503.322,153280.067,3375.615,134697.023,0,0,3375.615,0.0
33097,0,136668.802,6,2,10,0,1.0,0.0,-1.0,-0.0,138072.638,135662.194,133377.948,158524.197,153295.636,3882.648,132786.154,0,0,3882.648,0.0
33098,0,136278.058,7,2,10,0,0.965926,-0.258819,-1.0,-0.0,136668.802,135090.804,133323.046,158566.139,153315.225,3936.91,132341.148,0,0,3936.91,0.0
33099,0,138671.84,8,2,10,0,0.866025,-0.5,-1.0,-0.0,136278.058,137760.756,136174.486,158615.608,153332.814,3969.746,134702.094,0,0,3969.746,0.0
33100,0,146317.148,9,2,10,0,0.707107,-0.707107,-1.0,-0.0,138671.84,145719.312,144189.312,158653.57,153347.679,4297.791,142019.357,0,0,4297.791,0.0
33101,0,160623.578,10,2,10,0,0.5,-0.866025,-1.0,-0.0,146317.148,159417.96,158045.818,158678.48,153360.345,4437.153,156186.425,0,0,4437.153,0.0
33102,0,170325.318,11,2,10,0,0.258819,-0.965926,-1.0,-0.0,160623.578,168595.95,167411.516,158728.714,153375.689,4437.557,165887.761,0,0,4360.365,77.192
33103,0,171244.344,12,2,10,0,0.0,-1.0,-1.0,-0.0,170325.318,169114.254,168206.754,158800.771,153393.033,5297.125,165947.219,0,0,4265.438,1031.687
33104,0,168631.76,13,2,10,0,-0.258819,-0.965926,-1.0,-0.0,171244.344,166933.512,164800.786,158889.524,153411.114,6464.825,162166.935,0,0,3851.513,2613.312
33105,0,165554.674,14,2,10,0,-0.5,-0.866025,-1.0,-0.0,168631.76,165597.398,163224.326,158960.285,153433.917,7055.928,158498.746,0,0,3384.372,3671.556
33106,0,162915.098,15,2,10,0,-0.707107,-0.707107,-1.0,-0.0,165554.674,164452.104,161289.134,158958.505,153447.788,7423.219,155491.879,0,0,3639.41,3783.809
33107,0,162635.026,16,2,10,0,-0.866025,-0.5,-1.0,-0.0,162915.098,164999.55,160685.74,158894.463,153457.467,8109.565,154525.461,0,0,4437.039,3672.526
33108,0,163361.802,17,2,10,0,-0.965926,-0.258819,-1.0,-0.0,162635.026,165429.97,161396.03,158795.941,153469.069,8702.729,154659.073,0,1,5439.535,3263.194
33109,0,163335.78,18,2,10,0,-1.0,-0.0,-1.0,-0.0,163361.802,164541.196,161895.192,158709.767,153480.77,8891.062,154444.718,0,1,6001.929,2889.133
33110,0,162993.786,19,2,10,0,-0.965926,0.258819,-1.0,-0.0,163335.78,163504.74,162919.574,158659.542,153489.345,8397.014,154596.772,0,1,6008.402,2388.612
33111,0,164086.808,20,2,10,0,-0.866025,0.5,-1.0,-0.0,162993.786,164756.92,165446.262,158638.252,153489.787,7739.893,156346.915,0,1,5941.55,1798.343
