timestamp,target,group_id,solar,wind,hour,day_of_week,day_of_month,month,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
2022-09-05 21:00:00,215439.286,single,857.994,1068.24,21,0,5,9,36,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.8660254037844385,-0.5000000000000004,215480.032,219827.3,274664.26,183262.14441666668,26074.04809946114,196430.7579047619,34226.7731164886
2022-09-05 22:00:00,211799.11,single,316.062,1136.443,22,0,5,9,36,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.8660254037844385,-0.5000000000000004,215439.286,215557.174,268830.768,183079.3105,25820.655027047957,196078.22829761903,33717.36953481831
2022-09-05 23:00:00,208787.382,single,19.596,1004.483,23,0,5,9,36,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.8660254037844385,-0.5000000000000004,211799.11,209513.428,258027.4,182922.7245,25625.793734625244,195738.75414285716,33264.55754513501
2022-09-06 00:00:00,206371.7,single,0.0,905.611,0,1,6,9,36,0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,208787.382,205460.822,250032.164,182892.47258333335,25593.44603168362,195445.65879761905,32927.66532204793
2022-09-06 01:00:00,197454.4,single,0.0,840.609,1,1,6,9,36,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,206371.7,197017.996,235783.922,182930.4258333333,25629.019039035393,195185.77508333334,32665.510951644763
2022-09-06 02:00:00,185734.914,single,0.0,905.11,2,1,6,9,36,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,197454.4,186858.574,218601.706,182948.60933333333,25639.601202399183,194957.62316666666,32513.759255027955
2022-09-06 03:00:00,173782.39,single,0.0,927.72,3,1,6,9,36,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,185734.914,175991.898,201908.548,182901.79016666664,25633.17611407706,194761.9875,32469.490435252126
2022-09-06 04:00:00,164568.08,single,0.0,841.335,4,1,6,9,36,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,173782.39,166268.806,188628.06,182809.72733333334,25663.022749769898,194594.56989285714,32504.91307811813
2022-09-06 05:00:00,158185.372,single,0.0,756.404,5,1,6,9,36,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,164568.08,157891.668,178899.962,182738.86375000002,25712.9827150557,194451.35572619046,32584.264838787905
2022-09-06 06:00:00,154213.344,single,0.0,669.583,6,1,6,9,36,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,158185.372,152352.752,172027.178,182751.10141666664,25700.709911220412,194328.0545952381,32682.509396496724
2022-09-06 07:00:00,152428.124,single,0.0,706.306,7,1,6,9,36,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,154213.344,149045.442,168521.24,182828.62608333337,25607.666122859388,194222.01986904762,32784.03513174119
2022-09-06 08:00:00,154142.536,single,0.0,733.861,8,1,6,9,36,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,152428.124,147704.2,168606.35,182969.5711666667,25422.27643972585,194126.22751190476,32882.94265867355
2022-09-06 09:00:00,162130.286,single,0.0,796.355,9,1,6,9,36,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,154142.536,149029.85,174916.932,183237.83516666666,25065.430537676617,194040.13338095238,32968.9809284073
2022-09-06 10:00:00,175771.15,single,0.0,933.823,10,1,6,9,36,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,162130.286,151863.78,187039.256,183783.68666666665,24422.49059239405,193964.02239285712,33028.09879771408
2022-09-06 11:00:00,185512.756,single,146.193,915.585,11,1,6,9,36,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,175771.15,154322.706,195605.694,184779.82708333337,23535.394510535996,193896.95033333334,33053.67701679601
